date,samples_taken_today,samples_sent_cumulative,samples_negative_cumulative,samples_positive_cumulative_total,samples_positive_cumulative_male,samples_positive_cumulative_female,samples_positive_cumulative_transgender,samples_results_awaited,cases_new,people_put_on_surveillance_cumulative,people_completed_surveillance_cumulative,people_currently_under_surveillance,people_home_isolation,recoveries_cumulative,active_cases,deaths_total,deaths_male,deaths_female,deaths_transgender,vax_today_total,vax_today_first_dose,vax_today_second_dose,vax_cumulative,positivity_rate_today,positivity_rate_cumulative,recovery_rate,fatality_rate,tests_per_million
2020-12-07,24151.0,3806770.0,3516402.0,245288,156419,88855,14,,,391018.0,128764.0,262254.0,,230551,12126,2611,1772.0,838.0,1.0,,,,,,,93.99,1.06,150168
2020-12-08,35383.0,3842153.0,3555002.0,246679,157271,89394,14,,,392409.0,128833.0,263576.0,,232108,11947,2624,1784.0,839.0,1.0,,,,,,,94.09,1.06,151564
2020-12-09,28926.0,3871079.0,3588102.0,248079,158096,89969,14,,,393809.0,129010.0,264799.0,,233696,11733,2650,1801.0,848.0,1.0,,,,,,,94.2,1.07,152705
2020-12-10,31179.0,3902258.0,3622002.0,249329,158845,90470,14,,,395059.0,129205.0,265854.0,,235197,11456,2676,1822.0,853.0,1.0,,,,,,,94.33,1.07,153935
2020-12-11,29842.0,3932100.0,3655002.0,250394,159467,90913,14,,,396124.0,129322.0,266802.0,,237009,10686,2699,1833.0,865.0,1.0,,,,,,,94.65,1.08,155112
2020-12-12,27788.0,3959888.0,3686120.0,251402,160041,91347,14,,,397132.0,129419.0,267713.0,,238374,10318,2710,1839.0,870.0,1.0,,,,,,,94.82,1.08,156209
2020-12-13,33922.0,3993810.0,3721620.0,252392,160655,91723,14,,,398112.0,129536.0,268576.0,,239800,9875,2717,1845.0,871.0,1.0,,,,,,,95.01,1.08,157547
2020-12-14,23328.0,4017138.0,3747920.0,253385,161207,92164,14,,,399105.0,129653.0,269452.0,,241544,9108,2733,1855.0,877.0,1.0,,,,,,,95.33,1.08,158467
2020-12-15,27762.0,4044900.0,3776875.0,254207,161703,92490,14,,,399927.0,130247.0,269680.0,,243224,8232,2751,1870.0,880.0,1.0,,,,,,,95.68,1.08,159562
2020-12-16,33607.0,4078507.0,3811475.0,255014,162189,92811,14,,,400734.0,130471.0,270263.0,,244676,7573,2765,1879.0,885.0,1.0,,,,,,,95.95,1.08,160888
2020-12-17,34553.0,4113060.0,3846974.0,255728,162591,93123,14,,,401448.0,130710.0,270738.0,,245933,7013,2782,1890.0,891.0,1.0,,,,,,,96.17,1.09,162251
2020-12-18,35339.0,4148399.0,3882660.0,256477,163019,93444,14,,,402197.0,130949.0,271248.0,,247097,6577,2803,1903.0,899.0,1.0,,,,,,,96.34,1.09,163645
2020-12-19,34538.0,4182937.0,3916941.0,257067,163382,93671,14,,,402787.0,131088.0,271699.0,,248172,6079,2816,1911.0,904.0,1.0,,,,,,,96.54,1.1,165007
2020-12-20,36129.0,4219066.0,3953224.0,257644,163737,93893,14,,,403364.0,131272.0,272092.0,,248935,5888,2821,1912.0,908.0,1.0,,,,,,,96.62,1.09,166433
2020-12-23,39500.0,4314166.0,4048073.0,259226,164645,94566,15,,,404946.0,132315.0,272631.0,,251149,5230,2847,1926.0,920.0,1.0,,,,,,,96.88,1.1,170184
2020-12-24,41612.0,4355778.0,4089147.0,259745,164976,94754,15,,,405465.0,132620.0,272845.0,,251908,4983,2854,1931.0,922.0,1.0,,,,,,,96.98,1.1,171826
2020-12-25,33222.0,4389000.0,4122313.0,260153,165226,94912,15,,,405873.0,132729.0,273144.0,,252545,4750,2858,1934.0,923.0,1.0,,,,,,,97.08,1.1,173136
2020-12-26,25846.0,4414846.0,4147911.0,260545,165467,95063,15,,,406265.0,133012.0,273253.0,,253145,4535,2865,1938.0,926.0,1.0,,,,,,,97.16,1.1,174156
2020-12-27,29978.0,4444824.0,4177389.0,260907,165691,95201,15,,,406627.0,133242.0,273385.0,,253765,4268,2874,1944.0,929.0,1.0,,,,,,,97.26,1.1,175338
2020-12-28,18733.0,4463557.0,4195934.0,261258,165903,95340,15,,,406978.0,133620.0,273358.0,,254336,4040,2882,1948.0,933.0,1.0,,,,,,,97.35,1.1,176077
2020-12-29,28465.0,4492022.0,4223939.0,261672,166156,95501,15,,,407392.0,133962.0,273430.0,,254880,3900,2892,1954.0,937.0,1.0,,,,,,,97.4,1.11,177200
2020-12-30,32476.0,4524498.0,4255805.0,262054,166385,95654,15,,,407774.0,134290.0,273484.0,,255356,3799,2899,1960.0,938.0,1.0,,,,,,,97.44,1.11,178481
2020-12-31,29658.0,4554156.0,4285090.0,262325,166538,95772,15,,,408045.0,134574.0,273471.0,,255853,3567,2905,1964.0,940.0,1.0,,,,,,,97.53,1.11,179651
2021-01-01,26038.0,4580194.0,4311362.0,262611,166714,95882,15,,,408331.0,134825.0,273506.0,,256386,3314,2911,1970.0,940.0,1.0,,,,,,,97.63,1.11,180678
2021-01-02,22383.0,4602577.0,4333495.0,262850,166856,95979,15,,,408570.0,134912.0,273658.0,,256811,3124,2915,1972.0,942.0,1.0,,,,,,,97.7,1.11,181516
2021-01-03,24251.0,4626828.0,4357464.0,263068,166992,96061,15,,,408788.0,134949.0,273839.0,,257261,2890,2917,1973.0,943.0,1.0,,,,,,,97.79,1.11,182518
2021-01-04,17578.0,4644406.0,4375124.0,263312,167130,96167,15,,,409032.0,135240.0,273792.0,,257652,2737,2923,1976.0,946.0,1.0,,,,,,,97.85,1.11,183211
2021-01-05,23721.0,4668127.0,4398470.0,263571,167287,96269,15,,,409291.0,135516.0,273775.0,,257952,2692,2927,1978.0,948.0,1.0,,,,,,,97.87,1.11,184147
2021-01-06,23961.0,4692088.0,4422094.0,263887,167480,96392,15,,,409607.0,135841.0,273766.0,,258281,2672,2934,1983.0,950.0,1.0,,,,,,,97.88,1.11,185092
2021-01-07,28353.0,4720441.0,4450570.0,264161,167673,96473,15,,,409881.0,136294.0,273587.0,,258658,2563,2940,1986.0,953.0,1.0,,,,,,,97.92,1.11,186211
2021-01-08,26779.0,4747220.0,4477131.0,264442,167835,96592,15,,,410162.0,136711.0,273451.0,,258998,2501,2943,1988.0,954.0,1.0,,,,,,,97.94,1.11,187267
2021-01-09,28170.0,4775390.0,4504789.0,264721,167999,96707,15,,,410441.0,136968.0,273473.0,,259209,2563,2949,1993.0,955.0,1.0,,,,,,,97.92,1.11,188378
2021-01-10,26964.0,4802354.0,4531920.0,264955,168142,96798,15,,,410675.0,137028.0,273647.0,,259495,2510,2950,1993.0,956.0,1.0,,,,,,,97.94,1.11,189442
2021-01-11,17532.0,4819886.0,4549096.0,265199,168283,96901,15,,,410919.0,137317.0,273602.0,,259696,2547,2956,1998.0,957.0,1.0,,,,,,,97.92,1.11,190134
2021-01-12,22521.0,4842407.0,4571835.0,265391,168397,96979,15,,,411111.0,137784.0,273327.0,,259986,2441,2964,2004.0,959.0,1.0,,,,,,,97.96,1.12,191022
2021-01-13,25011.0,4867418.0,4596464.0,265616,168548,97053,15,,,411336.0,138498.0,272838.0,,260236,2414,2966,2005.0,960.0,1.0,,,,,,,97.97,1.12,192009
2021-01-14,22912.0,4890330.0,4619347.0,265803,168615,97173,15,,,413523.0,138846.0,274677.0,,260565,2266,2972,2008.0,963.0,1.0,,,,,,,98.03,1.12,192912
2021-01-15,19504.0,4909834.0,4638878.0,265964,168703,97246,15,,,416684.0,139593.0,277091.0,,260801,2184,2979,2014.0,964.0,1.0,,,,,,,98.06,1.12,193682
2021-01-16,21828.0,4931662.0,4660539.0,266131,168804,97312,15,,,417851.0,140052.0,277799.0,,261019,2129,2983,2016.0,966.0,1.0,,,,,,,98.08,1.12,194543
2021-01-17,19862.0,4951524.0,4680507.0,266309,168902,97392,15,,,420029.0,140323.0,279706.0,,261230,2094,2985,2016.0,968.0,1.0,,,,,,,98.09,1.12,195326
2021-01-18,13029.0,4964553.0,4693781.0,266428,168972,97441,15,,,422148.0,140894.0,281254.0,,261510,1929,2989,2019.0,969.0,1.0,,,,,,,98.15,1.12,195840
2021-01-19,22692.0,4987245.0,4715987.0,266581,169056,97510,15,,,424301.0,141596.0,282705.0,,261751,1837,2993,2022.0,970.0,1.0,,,,,,,98.19,1.12,196736
2021-01-20,21546.0,5008791.0,4737462.0,266686,169123,97548,15,,,425006.0,141698.0,283308.0,,261955,1734,2997,2026.0,970.0,1.0,,,,,,,98.23,1.12,197585
2021-01-21,13174.0,5021965.0,4751239.0,266819,169198,97606,15,,,428139.0,142428.0,285711.0,,262140,1679,3000,2028.0,971.0,1.0,,,,,,,98.25,1.12,198105
2021-01-22,20427.0,5042392.0,4771140.0,266939,169260,97664,15,,,,,,,262349,1585,3005,2033.0,971.0,1.0,,,,,,,98.28,1.13,198911
2021-01-23,18953.0,5061345.0,4789977.0,267075,169339,97721,15,,,,,,,262507,1559,3009,2035.0,973.0,1.0,,,,,,,98.29,1.13,199659
2021-01-24,15999.0,5077344.0,4806200.0,267203,169414,97774,15,,,,,,,262682,1511,3010,2035.0,974.0,1.0,,,,,,,98.31,1.13,200290
2021-01-25,10011.0,5087355.0,4816654.0,267321,169479,97827,15,,,,,,,262929,1378,3014,2037.0,976.0,1.0,,,,,,,98.36,1.13,200685
2021-01-26,15680.0,5103035.0,4831799.0,267417,169545,97857,15,,,,,,,263119,1284,3014,2037.0,976.0,1.0,,,,,,,98.39,1.13,201303
2021-01-27,9296.0,5112331.0,4841513.0,267504,169598,97891,15,,,,,,,263236,1254,3014,2037.0,976.0,1.0,,,,,,,98.4,1.13,201670
2021-01-28,15476.0,5127807.0,4856466.0,267601,169663,97923,15,,,,,,,263347,1240,3014,2037.0,976.0,1.0,,,,,,,98.41,1.13,202280
2021-01-29,16474.0,5144281.0,4872696.0,267708,169725,97968,15,,,,,,,263501,1192,3015,2038.0,976.0,1.0,,,,,,,98.43,1.13,202930
2021-01-30,15507.0,5159788.0,4888338.0,267805,169784,98006,15,,,,,,,263654,1134,3017,2039.0,977.0,1.0,,,,,,,98.45,1.13,203542
2021-01-31,12542.0,5172330.0,4901083.0,267897,169835,98047,15,,,,,,,263764,1115,3018,2040.0,977.0,1.0,,,,,,,98.46,1.13,204037
2021-02-01,8290.0,5180620.0,4909677.0,267989,169884,98090,15,,,,,,,263886,1081,3022,2043.0,978.0,1.0,,,,,,,98.47,1.13,204364
2021-02-02,15792.0,5196412.0,4925048.0,268067,169936,98116,15,,,,,,,263989,1055,3023,2044.0,978.0,1.0,,,,,,,98.48,1.13,204987
2021-02-03,22511.0,5218923.0,4946890.0,268136,169976,98145,15,,,,,,,264093,1019,3024,2045.0,978.0,1.0,,,,,,,98.49,1.13,205875
2021-02-04,30326.0,5249249.0,4977063.0,268209,170010,98184,15,,,,,,,264221,962,3026,2046.0,979.0,1.0,,,,,,,98.51,1.13,207071
2021-02-05,26426.0,5275675.0,5002998.0,268293,170061,98217,15,,,,,,,264317,949,3027,2047.0,979.0,1.0,,,,,,,98.52,1.13,208113
2021-02-06,27549.0,5303224.0,5030692.0,268364,170101,98248,15,,,,,,,264429,908,3027,2047.0,979.0,1.0,,,,,,,98.53,1.13,209200
2021-02-07,21946.0,5325170.0,5052755.0,268431,170143,98273,15,,,,,,,264519,883,3029,2048.0,980.0,1.0,,,,,,,98.54,1.13,210066
2021-02-08,12097.0,5337267.0,5065497.0,268507,170185,98307,15,,,,,,,264608,870,3029,2048.0,980.0,1.0,,,,,,,98.55,1.13,210543
2021-02-09,21259.0,5358526.0,5086133.0,268600,170240,98345,15,,,,,,,264713,854,3033,2052.0,980.0,1.0,,,,,,,98.55,1.13,211382
2021-02-10,21535.0,5380061.0,5107320.0,268677,170290,98372,15,,,,,,,264820,824,3033,2052.0,980.0,1.0,,,,,,,98.56,1.13,212231
2021-02-11,20954.0,5401015.0,5128092.0,268783,170359,98409,15,,,,,,,264901,848,3034,2053.0,980.0,1.0,,,,,,,98.56,1.13,213058
2021-02-12,19415.0,5420430.0,5147740.0,268887,170414,98458,15,,,,,,,265015,837,3035,2054.0,980.0,1.0,,,,,,,98.56,1.13,213824
2021-02-13,19317.0,5439747.0,5166699.0,268969,170460,98494,15,,,,,,,265085,845,3039,2057.0,981.0,1.0,,,,,,,98.56,1.13,214586
2021-02-14,14767.0,5454514.0,5181772.0,269046,170496,98535,15,,,,,,,265155,852,3039,2057.0,981.0,1.0,,,,,,,98.55,1.13,215168
2021-02-15,9278.0,5463792.0,5191581.0,269154,170541,98598,15,,,,,,,265212,903,3039,2057.0,981.0,1.0,,,,,,,98.54,1.13,215534
2021-02-16,14961.0,5478753.0,5205960.0,269240,170591,98634,15,,,,,,,265381,819,3040,2058.0,981.0,1.0,,,,,,,98.57,1.13,216124
2021-02-17,10343.0,5489096.0,5216454.0,269322,170633,98674,15,,,,,,,265455,826,3041,2058.0,982.0,1.0,,,,,,,98.56,1.13,216532
2021-02-18,15904.0,5505000.0,5232132.0,269405,170685,98705,15,,,,,,,265549,814,3042,2058.0,983.0,1.0,,,,,,,98.57,1.13,217160
2021-02-19,18274.0,5523274.0,5249973.0,269498,170738,98745,15,,,,,,,265643,813,3042,2058.0,983.0,1.0,,,,,,,98.57,1.13,217881
2021-02-20,17062.0,5540336.0,5266993.0,269609,170793,98800,15,,,,,,,265751,816,3042,2058.0,983.0,1.0,,,,,,,98.57,1.13,218554
2021-02-21,14655.0,5554991.0,5281722.0,269730,170860,98855,15,,,,,,,265827,861,3042,2058.0,983.0,1.0,,,,,,,98.55,1.13,219132
2021-02-22,8758.0,5563749.0,5291162.0,269836,170916,98905,15,,,,,,,265920,874,3042,2058.0,983.0,1.0,,,,,,,98.55,1.13,219477
2021-02-23,14330.0,5578079.0,5304693.0,269967,170999,98953,15,,,,,,,266017,908,3042,2058.0,983.0,1.0,,,,,,,98.54,1.13,220043
2021-02-24,17722.0,5595801.0,5321800.0,270097,171078,99004,15,,,,,,,266099,955,3043,2058.0,984.0,1.0,,,,,,,98.52,1.13,220742
2021-02-25,19006.0,5614807.0,5340701.0,270263,171175,99073,15,,,,,,,266166,1054,3043,2058.0,984.0,1.0,,,,,,,98.48,1.13,221491
2021-02-26,21236.0,5636043.0,5361950.0,270411,171255,99140,16,,,,,,,266264,1103,3044,2059.0,984.0,1.0,,,,,,,98.47,1.13,222329
2021-02-27,21217.0,5657260.0,5382482.0,270610,171363,99231,16,,,,,,,266358,1205,3047,2059.0,987.0,1.0,,,,,,,98.43,1.13,223166
2021-02-28,12724.0,5669984.0,5396278.0,270784,171466,99302,16,,,,,,,266461,1275,3048,2060.0,987.0,1.0,,,,,,,98.4,1.13,223668
2021-03-01,8615.0,5678599.0,5405118.0,270950,171560,99374,16,,,,,,,266612,1288,3050,2061.0,988.0,1.0,,,,,,,98.4,1.13,224008
2021-03-02,18684.0,5697283.0,5423353.0,271125,171653,99456,16,,,,,,,266725,1348,3052,2062.0,989.0,1.0,,,,,,,98.38,1.13,224745
2021-03-03,20526.0,5717809.0,5443032.0,271365,171788,99561,16,,,,,,,266843,1470,3052,2062.0,989.0,1.0,,,,,,,98.33,1.12,225555
2021-03-04,21617.0,5739426.0,5464313.0,271659,171957,99686,16,,,,,,,266992,1615,3052,2062.0,989.0,1.0,,,,,,,98.28,1.12,226407
2021-03-05,21100.0,5760526.0,5485260.0,271892,172028,99848,16,,,,,,,267116,1723,3053,2062.0,990.0,1.0,,,,,,,98.24,1.12,227240
2021-03-06,19505.0,5780031.0,5504474.0,272215,172205,99994,16,,,,,,,267261,1898,3056,2064.0,991.0,1.0,,,,,,,98.18,1.12,228009
2021-03-07,16966.0,5796997.0,5521598.0,272520,172369,100135,16,,,,,,,267433,2031,3056,2064.0,991.0,1.0,,,,,,,98.13,1.12,228678
2021-03-08,9380.0,5806377.0,5531744.0,272751,172508,100227,16,,,,,,,267610,2083,3058,2065.0,992.0,1.0,,,,,,,98.12,1.12,229048
2021-03-09,17571.0,5823948.0,5540806.0,273087,172706,100365,16,,,,,,,267762,2263,3062,2068.0,993.0,1.0,,,,,,,98.05,1.12,229742
2021-03-10,22031.0,5845979.0,5558672.0,273446,172921,100509,16,,,,,,,267942,2440,3064,2070.0,993.0,1.0,,,,,,,97.99,1.12,230611
2021-03-11,18437.0,5864416.0,5573143.0,273888,173203,100669,16,,,,,,,268144,2679,3065,2071.0,993.0,1.0,,,,,,,97.9,1.12,231338
2021-03-12,12839.0,5877255.0,5588403.0,274273,173424,100833,16,,,,,,,268397,2807,3069,2073.0,995.0,1.0,,,,,,,97.86,1.12,231844
2021-03-13,18522.0,5895777.0,,274697,173660,101021,16,,,,,,,268672,2952,3073,2077.0,995.0,1.0,,,,,,,97.81,1.12,232575
2021-03-14,18096.0,5913873.0,,275137,173913,101208,16,,,,,,,268968,3095,3074,2078.0,995.0,1.0,,,,,,,97.76,1.12,233289
2021-03-15,11393.0,5925266.0,,275557,174165,101376,16,,,,,,,269268,3212,3077,2081.0,995.0,1.0,,,,,,,97.72,1.12,233738
2021-03-16,16907.0,5942173.0,,276080,174465,101599,16,,,,,,,269517,3484,3079,2082.0,996.0,1.0,,,,,,,97.62,1.12,234405
2021-03-17,19279.0,5961452.0,,276635,174790,101829,16,,,,,,,269812,3740,3083,2084.0,998.0,1.0,14199.0,13090.0,1109.0,,,,97.53,1.11,235166
2021-03-18,20863.0,5982315.0,,277268,175141,102111,16,,,,,,,270222,3957,3089,2089.0,999.0,1.0,68858.0,66246.0,2612.0,,,,97.46,1.11,235989
2021-03-19,22950.0,6005265.0,,278140,175637,102487,16,,,,,,,270670,4380,3090,2090.0,999.0,1.0,60944.0,57510.0,3434.0,,,,97.31,1.11,236894
2021-03-20,23543.0,6028808.0,,278961,176101,102844,16,,,,,,,271038,4830,3093,2091.0,1001.0,1.0,14581.0,13492.0,1089.0,,,,97.16,1.11,237823
2021-03-21,24068.0,6052876.0,,279828,176573,103239,16,,,,,,,271375,5355,3098,2095.0,1002.0,1.0,523.0,462.0,61.0,,,,96.98,1.11,238772
2021-03-22,13896.0,6066772.0,,280693,177043,103634,16,,,,,,,271894,5698,3101,2096.0,1004.0,1.0,249362.0,242655.0,6707.0,,,,96.87,1.1,239320
2021-03-23,21340.0,6088112.0,,281588,177557,104015,16,,,,,,,272335,6149,3104,2096.0,1007.0,1.0,43116.0,41785.0,1331.0,,,,96.71,1.1,240162
2021-03-24,19135.0,6107247.0,,282569,178156,104397,16,,,,,,,272714,6745,3110,2100.0,1009.0,1.0,13171.0,12144.0,1027.0,,,,96.51,1.1,240917
2021-03-25,27119.0,6134366.0,,283622,178750,104856,16,,,,,,,273276,7229,3117,2102.0,1014.0,1.0,48149.0,45969.0,2180.0,,,,96.35,1.1,241987
2021-03-26,28320.0,6162686.0,,284944,179514,105414,16,,,,,,,274024,7795,3125,2104.0,1020.0,1.0,40878.0,39268.0,1610.0,,,,96.17,1.1,243104
2021-03-27,24821.0,6187507.0,,286327,180290,106021,16,,,,,,,274785,8410,3132,2111.0,1020.0,1.0,15508.0,14902.0,606.0,,,,95.97,1.09,244083
2021-03-28,23724.0,6211231.0,,287719,181049,106654,16,,,,,,,275458,9120,3141,2117.0,1023.0,1.0,1215.0,1209.0,6.0,,,,95.74,1.09,245019
2021-03-30,8490.0,6233290.0,,289694,182138,107540,16,,,,,,,277110,9437,3147,2120.0,1026.0,1.0,163299.0,,,,,,95.66,1.09,245889
2021-03-31,22896.0,6256186.0,,290800,182761,108023,16,,,,,,,277919,9726,3155,2124.0,1030.0,1.0,108900.0,106244.0,2656.0,,,,95.57,1.08,246792
2021-04-01,26420.0,6282606.0,,292409,183690,108703,16,,,,,,,278883,10362,3164,2130.0,1033.0,1.0,110201.0,,,,,,95.37,1.08,247835
2021-04-02,29128.0,6311734.0,,294270,184815,109439,16,,,,,,,280074,11022,3174,2139.0,1034.0,1.0,76988.0,72552.0,4436.0,,,,95.18,1.08,248984
2021-04-03,30998.0,6342732.0,,296229,185933,110280,16,,,,,,,281258,11787,3184,2146.0,1037.0,1.0,55038.0,52593.0,2445.0,,,,94.95,1.07,250206
2021-04-04,28407.0,6371139.0,,298133,187019,111098,16,,,,,,,282368,12574,3191,2149.0,1041.0,1.0,34304.0,33589.0,715.0,,,,94.71,1.07,251327
2021-04-05,18663.0,6389802.0,,300173,188173,111984,16,,,,,,,283869,13105,3199,2152.0,1046.0,1.0,144202.0,138753.0,5449.0,,,,94.57,1.07,252063
2021-04-06,32449.0,6422251.0,,302272,189345,112911,16,,,,,,,284984,14080,3208,2156.0,1051.0,1.0,84950.0,79451.0,5499.0,,,,94.28,1.06,253343
2021-04-07,32584.0,6454835.0,,304638,190618,114004,16,,,,,,,286182,15237,3219,2163.0,1055.0,1.0,29836.0,27164.0,2672.0,,,,93.94,1.06,254629
2021-04-08,32963.0,6487798.0,,307510,192311,115183,16,,,,,,,287151,17129,3230,2170.0,1059.0,1.0,84548.0,79157.0,5391.0,,,,93.38,1.05,255929
2021-04-09,36226.0,6524024.0,,310504,194042,116446,16,,,,,,,289121,18142,3241,2177.0,1063.0,1.0,93405.0,84693.0,8712.0,,,,93.11,1.04,257358
2021-04-10,34236.0,6558260.0,,313441,195750,117675,16,,,,,,,290736,19453,3252,2183.0,1068.0,1.0,50845.0,44609.0,6236.0,,,,92.76,1.04,258708
2021-04-11,34856.0,6593116.0,,316881,197794,119071,16,,,,,,,292632,20981,3268,2190.0,1077.0,1.0,113917.0,106666.0,7251.0,,,,92.35,1.03,260083
2021-04-12,24988.0,6618104.0,,320699,200016,120667,16,,,,,,,294930,22487,3282,2198.0,1083.0,1.0,179570.0,158367.0,21203.0,,,,91.96,1.02,261069
2021-04-13,34828.0,6652932.0,,324544,202268,122260,16,,,,,,,297039,24207,3298,2208.0,1089.0,1.0,168828.0,144827.0,24001.0,,,,91.53,1.02,262443
2021-04-14,39543.0,6692475.0,,329942,205405,124521,16,,,,,,,299205,27421,3316,2217.0,1098.0,1.0,175012.0,138637.0,36375.0,,,,90.68,1.01,264003
2021-04-15,31493.0,6723968.0,,335800,208835,126949,16,,,,,,,301948,30518,3334,2230.0,1103.0,1.0,42575.0,29236.0,13339.0,,,,89.92,0.99,265245
2021-04-16,41658.0,6765626.0,,342077,212539,129522,16,,,,,,,304906,33817,3354,2241.0,1112.0,1.0,66640.0,45551.0,21089.0,,,,89.13,0.98,266889
2021-04-17,43987.0,6809613.0,,349794,217069,132709,16,,,,,,,307850,38558,3386,2262.0,1123.0,1.0,55670.0,38672.0,16998.0,,,,88.01,0.97,268624
2021-04-18,43883.0,6853496.0,,356971,221388,135567,16,,,,,,,311339,42217,3415,2281.0,1133.0,1.0,31579.0,23500.0,8079.0,,,,87.22,0.96,270355
2021-04-19,32278.0,6885774.0,,363813,225585,138212,16,,6842.0,,,,,315002,45363,3448,2305.0,1142.0,1.0,87126.0,52423.0,34703.0,3275445.0,,,86.58,0.95,271628
2021-04-20,46756.0,6932530.0,,371624,230343,141265,16,,7811.0,,,,,318369,49772,3483,2327.0,1155.0,1.0,72103.0,44694.0,27409.0,3347548.0,,,85.67,0.94,273473
2021-04-21,45826.0,6978356.0,,381247,236072,145159,16,,9623.0,,,,,322297,55422,3528,2351.0,1176.0,1.0,38944.0,24299.0,14645.0,3386492.0,,,84.54,0.93,275280
2021-04-22,40687.0,7019043.0,,390989,242029,148944,16,,9742.0,,,,,328809,58597,3583,2382.0,1200.0,1.0,46951.0,29307.0,17644.0,3433443.0,,,84.1,0.92,276885
2021-04-23,49152.0,7068195.0,,402843,249358,153469,16,,11854.0,,,,,335143,64057,3643,2416.0,1226.0,1.0,81030.0,49110.0,31920.0,3514473.0,,,83.19,0.9,278824
2021-04-24,49069.0,7117264.0,,413334,255785,157533,16,,10491.0,,,,,340247,69384,3703,2447.0,1255.0,1.0,66812.0,43828.0,22984.0,3581285.0,,,82.32,0.9,280760
2021-04-25,46989.0,7164253.0,,424319,262414,161889,16,,10985.0,,,,,346304,74248,3767,2490.0,1276.0,1.0,35909.0,24819.0,11090.0,3617194.0,,,81.61,0.89,282614
2021-04-26,35523.0,7199776.0,,435823,269533,166274,16,,11504.0,,,,,352515,79466,3842,2540.0,1301.0,1.0,51239.0,31580.0,19659.0,3668433.0,,,80.88,0.88,284015
2021-04-27,47198.0,7246974.0,,447754,276706,171032,16,,11931.0,,,,,359699,84129,3926,2583.0,1342.0,1.0,33665.0,21106.0,12559.0,3702098.0,,,80.33,0.88,285877
2021-04-28,48740.0,7295714.0,,460198,284357,175824,17,,12444.0,,,,,367317,88860,4021,2641.0,1379.0,1.0,37461.0,21681.0,15780.0,3739559.0,,,79.82,0.87,287799
2021-04-29,48705.0,7344419.0,,474145,292742,181386,17,,13947.0,,,,,376852,93175,4118,2697.0,1420.0,1.0,44041.0,25831.0,18210.0,3783600.0,,,79.48,0.87,289721
