date,district,LSG,Wards
2021-11-16,total,,
2021-11-17,Alappuzha,0.0,0.0
2021-11-17,Ernakulam,17.0,21.0
2021-11-17,Idukki,0.0,0.0
2021-11-17,Kannur,0.0,0.0
2021-11-17,Kasaragod,0.0,0.0
2021-11-17,Kollam,0.0,0.0
2021-11-17,Kottayam,0.0,0.0
2021-11-17,Kozhikode,,
2021-11-17,Malappuram,0.0,0.0
2021-11-17,Palakkad,0.0,0.0
2021-11-17,Pathanamthitta,5.0,5.0
2021-11-17,Thiruvananthapuram,4.0,4.0
2021-11-17,Thrissur,6.0,8.0
2021-11-17,Wayanad,5.0,6.0
2021-11-17,total,,
2021-11-18,Alappuzha,0.0,0.0
2021-11-18,Ernakulam,17.0,21.0
2021-11-18,Idukki,0.0,0.0
2021-11-18,Kannur,0.0,0.0
2021-11-18,Kasaragod,0.0,0.0
2021-11-18,Kollam,0.0,0.0
2021-11-18,Kottayam,0.0,0.0
2021-11-18,Kozhikode,,
2021-11-18,Malappuram,0.0,0.0
2021-11-18,Palakkad,0.0,0.0
2021-11-18,Pathanamthitta,5.0,5.0
2021-11-18,Thiruvananthapuram,4.0,4.0
2021-11-18,Thrissur,6.0,8.0
2021-11-18,Wayanad,5.0,6.0
2021-11-18,total,,
2021-11-19,Alappuzha,0.0,0.0
2021-11-19,Ernakulam,17.0,21.0
2021-11-19,Idukki,0.0,0.0
2021-11-19,Kannur,0.0,0.0
2021-11-19,Kasaragod,0.0,0.0
2021-11-19,Kollam,0.0,0.0
2021-11-19,Kottayam,0.0,0.0
2021-11-19,Kozhikode,,
2021-11-19,Malappuram,0.0,0.0
2021-11-19,Palakkad,0.0,0.0
2021-11-19,Pathanamthitta,5.0,5.0
2021-11-19,Thiruvananthapuram,4.0,4.0
2021-11-19,Thrissur,6.0,8.0
2021-11-19,Wayanad,5.0,6.0
2021-11-19,total,,
2021-11-20,Alappuzha,0.0,0.0
2021-11-20,Ernakulam,17.0,21.0
2021-11-20,Idukki,0.0,0.0
2021-11-20,Kannur,0.0,0.0
2021-11-20,Kasaragod,0.0,0.0
2021-11-20,Kollam,0.0,0.0
2021-11-20,Kottayam,0.0,0.0
2021-11-20,Kozhikode,,
2021-11-20,Malappuram,0.0,0.0
2021-11-20,Palakkad,0.0,0.0
2021-11-20,Pathanamthitta,5.0,5.0
2021-11-20,Thiruvananthapuram,4.0,4.0
2021-11-20,Thrissur,6.0,8.0
2021-11-20,Wayanad,5.0,6.0
2021-11-20,total,,
2021-11-21,Alappuzha,0.0,0.0
2021-11-21,Ernakulam,17.0,21.0
2021-11-21,Idukki,0.0,0.0
2021-11-21,Kannur,0.0,0.0
2021-11-21,Kasaragod,0.0,0.0
2021-11-21,Kollam,0.0,0.0
2021-11-21,Kottayam,0.0,0.0
2021-11-21,Kozhikode,,
2021-11-21,Malappuram,0.0,0.0
2021-11-21,Palakkad,0.0,0.0
2021-11-21,Pathanamthitta,5.0,5.0
2021-11-21,Thiruvananthapuram,4.0,4.0
2021-11-21,Thrissur,6.0,8.0
2021-11-21,Wayanad,5.0,6.0
2021-11-21,total,,
2021-11-22,Alappuzha,0.0,0.0
2021-11-22,Ernakulam,17.0,21.0
2021-11-22,Idukki,0.0,0.0
2021-11-22,Kannur,0.0,0.0
2021-11-22,Kasaragod,0.0,0.0
2021-11-22,Kollam,0.0,0.0
2021-11-22,Kottayam,0.0,0.0
2021-11-22,Kozhikode,,
2021-11-22,Malappuram,0.0,0.0
2021-11-22,Palakkad,0.0,0.0
2021-11-22,Pathanamthitta,5.0,5.0
2021-11-22,Thiruvananthapuram,4.0,4.0
2021-11-22,Thrissur,6.0,8.0
2021-11-22,Wayanad,5.0,6.0
2021-11-22,total,,
2021-11-23,Alappuzha,0.0,0.0
2021-11-23,Ernakulam,17.0,21.0
2021-11-23,Idukki,0.0,0.0
2021-11-23,Kannur,0.0,0.0
2021-11-23,Kasaragod,0.0,0.0
2021-11-23,Kollam,0.0,0.0
2021-11-23,Kottayam,0.0,0.0
2021-11-23,Kozhikode,,
2021-11-23,Malappuram,0.0,0.0
2021-11-23,Palakkad,0.0,0.0
2021-11-23,Pathanamthitta,5.0,5.0
2021-11-23,Thiruvananthapuram,4.0,4.0
2021-11-23,Thrissur,6.0,8.0
2021-11-23,Wayanad,5.0,6.0
2021-11-23,total,,
2021-11-24,Alappuzha,0.0,0.0
2021-11-24,Ernakulam,17.0,21.0
2021-11-24,Idukki,0.0,0.0
2021-11-24,Kannur,0.0,0.0
2021-11-24,Kasaragod,0.0,0.0
2021-11-24,Kollam,0.0,0.0
2021-11-24,Kottayam,0.0,0.0
2021-11-24,Kozhikode,,
2021-11-24,Malappuram,0.0,0.0
2021-11-24,Palakkad,0.0,0.0
2021-11-24,Pathanamthitta,5.0,5.0
2021-11-24,Thiruvananthapuram,4.0,4.0
2021-11-24,Thrissur,6.0,8.0
2021-11-24,Wayanad,5.0,6.0
2021-11-24,total,,
2021-11-25,Alappuzha,,
2021-11-25,Ernakulam,10.0,11.0
2021-11-25,Idukki,3.0,3.0
2021-11-25,Kannur,,
2021-11-25,Kasaragod,,
2021-11-25,Kollam,,
2021-11-25,Kottayam,,
2021-11-25,Kozhikode,,
2021-11-25,Malappuram,,
2021-11-25,Palakkad,,
2021-11-25,Pathanamthitta,,
2021-11-25,Thiruvananthapuram,,
2021-11-25,Thrissur,4.0,5.0
2021-11-25,Wayanad,2.0,2.0
2021-11-25,total,,
2021-11-26,Alappuzha,,
2021-11-26,Ernakulam,10.0,11.0
2021-11-26,Idukki,3.0,3.0
2021-11-26,Kannur,,
2021-11-26,Kasaragod,,
2021-11-26,Kollam,,
2021-11-26,Kottayam,,
2021-11-26,Kozhikode,,
2021-11-26,Malappuram,,
2021-11-26,Palakkad,,
2021-11-26,Pathanamthitta,,
2021-11-26,Thiruvananthapuram,,
2021-11-26,Thrissur,4.0,5.0
2021-11-26,Wayanad,2.0,2.0
2021-11-26,total,,
2021-11-27,Alappuzha,,
2021-11-27,Ernakulam,10.0,11.0
2021-11-27,Idukki,3.0,3.0
2021-11-27,Kannur,,
2021-11-27,Kasaragod,,
2021-11-27,Kollam,,
2021-11-27,Kottayam,,
2021-11-27,Kozhikode,,
2021-11-27,Malappuram,,
2021-11-27,Palakkad,,
2021-11-27,Pathanamthitta,,
2021-11-27,Thiruvananthapuram,,
2021-11-27,Thrissur,4.0,5.0
2021-11-27,Wayanad,2.0,2.0
2021-11-27,total,,
2021-11-29,Alappuzha,,
2021-11-29,Ernakulam,10.0,11.0
2021-11-29,Idukki,3.0,3.0
2021-11-29,Kannur,,
2021-11-29,Kasaragod,,
2021-11-29,Kollam,,
2021-11-29,Kottayam,,
2021-11-29,Kozhikode,,
2021-11-29,Malappuram,,
2021-11-29,Palakkad,,
2021-11-29,Pathanamthitta,,
2021-11-29,Thiruvananthapuram,,
2021-11-29,Thrissur,4.0,5.0
2021-11-29,Wayanad,2.0,2.0
2021-11-29,total,,
2021-11-30,Alappuzha,,
2021-11-30,Ernakulam,10.0,11.0
2021-11-30,Idukki,3.0,3.0
2021-11-30,Kannur,,
2021-11-30,Kasaragod,,
2021-11-30,Kollam,,
2021-11-30,Kottayam,,
2021-11-30,Kozhikode,,
2021-11-30,Malappuram,,
2021-11-30,Palakkad,,
2021-11-30,Pathanamthitta,,
2021-11-30,Thiruvananthapuram,,
2021-11-30,Thrissur,4.0,5.0
2021-11-30,Wayanad,2.0,2.0
2021-11-30,total,,
2021-12-01,Alappuzha,,
2021-12-01,Ernakulam,10.0,11.0
2021-12-01,Idukki,3.0,3.0
2021-12-01,Kannur,,
2021-12-01,Kasaragod,,
2021-12-01,Kollam,,
2021-12-01,Kottayam,,
2021-12-01,Kozhikode,,
2021-12-01,Malappuram,,
2021-12-01,Palakkad,,
2021-12-01,Pathanamthitta,,
2021-12-01,Thiruvananthapuram,,
2021-12-01,Thrissur,4.0,5.0
2021-12-01,Wayanad,2.0,2.0
2021-12-01,total,,
2021-12-02,Alappuzha,,
2021-12-02,Ernakulam,10.0,11.0
2021-12-02,Idukki,3.0,3.0
2021-12-02,Kannur,,
2021-12-02,Kasaragod,,
2021-12-02,Kollam,,
2021-12-02,Kottayam,,
2021-12-02,Kozhikode,,
2021-12-02,Malappuram,,
2021-12-02,Palakkad,,
2021-12-02,Pathanamthitta,,
2021-12-02,Thiruvananthapuram,,
2021-12-02,Thrissur,4.0,5.0
2021-12-02,Wayanad,2.0,2.0
2021-12-02,total,,
2021-12-03,Alappuzha,,
2021-12-03,Ernakulam,10.0,11.0
2021-12-03,Idukki,3.0,3.0
2021-12-03,Kannur,,
2021-12-03,Kasaragod,,
2021-12-03,Kollam,,
2021-12-03,Kottayam,,
2021-12-03,Kozhikode,,
2021-12-03,Malappuram,,
2021-12-03,Palakkad,,
2021-12-03,Pathanamthitta,,
2021-12-03,Thiruvananthapuram,,
2021-12-03,Thrissur,4.0,5.0
2021-12-03,Wayanad,2.0,2.0
2021-12-03,total,,
2021-12-04,Alappuzha,,
2021-12-04,Ernakulam,10.0,11.0
2021-12-04,Idukki,3.0,3.0
2021-12-04,Kannur,,
2021-12-04,Kasaragod,,
2021-12-04,Kollam,,
2021-12-04,Kottayam,,
2021-12-04,Kozhikode,,
2021-12-04,Malappuram,,
2021-12-04,Palakkad,,
2021-12-04,Pathanamthitta,,
2021-12-04,Thiruvananthapuram,,
2021-12-04,Thrissur,4.0,5.0
2021-12-04,Wayanad,2.0,2.0
2021-12-04,total,,
2021-12-05,Alappuzha,,
2021-12-05,Ernakulam,10.0,11.0
2021-12-05,Idukki,3.0,3.0
2021-12-05,Kannur,,
2021-12-05,Kasaragod,,
2021-12-05,Kollam,,
2021-12-05,Kottayam,,
2021-12-05,Kozhikode,,
2021-12-05,Malappuram,,
2021-12-05,Palakkad,,
2021-12-05,Pathanamthitta,,
2021-12-05,Thiruvananthapuram,,
2021-12-05,Thrissur,4.0,5.0
2021-12-05,Wayanad,2.0,2.0
2021-12-05,total,,
2021-12-06,Alappuzha,,
2021-12-06,Ernakulam,10.0,11.0
2021-12-06,Idukki,3.0,3.0
2021-12-06,Kannur,,
2021-12-06,Kasaragod,,
2021-12-06,Kollam,,
2021-12-06,Kottayam,,
2021-12-06,Kozhikode,,
2021-12-06,Malappuram,,
2021-12-06,Palakkad,,
2021-12-06,Pathanamthitta,,
2021-12-06,Thiruvananthapuram,,
2021-12-06,Thrissur,4.0,5.0
2021-12-06,Wayanad,2.0,2.0
2021-12-06,total,,
2021-12-07,Alappuzha,,
2021-12-07,Ernakulam,10.0,11.0
2021-12-07,Idukki,3.0,3.0
2021-12-07,Kannur,,
2021-12-07,Kasaragod,,
2021-12-07,Kollam,,
2021-12-07,Kottayam,,
2021-12-07,Kozhikode,,
2021-12-07,Malappuram,,
2021-12-07,Palakkad,,
2021-12-07,Pathanamthitta,,
2021-12-07,Thiruvananthapuram,,
2021-12-07,Thrissur,4.0,5.0
2021-12-07,Wayanad,2.0,2.0
2021-12-07,total,,
2021-12-08,Alappuzha,,
2021-12-08,Ernakulam,10.0,11.0
2021-12-08,Idukki,3.0,3.0
2021-12-08,Kannur,,
2021-12-08,Kasaragod,,
2021-12-08,Kollam,,
2021-12-08,Kottayam,,
2021-12-08,Kozhikode,,
2021-12-08,Malappuram,,
2021-12-08,Palakkad,,
2021-12-08,Pathanamthitta,,
2021-12-08,Thiruvananthapuram,,
2021-12-08,Thrissur,4.0,5.0
2021-12-08,Wayanad,2.0,2.0
2021-12-08,total,,
2021-12-09,Alappuzha,,
2021-12-09,Ernakulam,10.0,11.0
2021-12-09,Idukki,3.0,3.0
2021-12-09,Kannur,,
2021-12-09,Kasaragod,,
2021-12-09,Kollam,,
2021-12-09,Kottayam,,
2021-12-09,Kozhikode,,
2021-12-09,Malappuram,,
2021-12-09,Palakkad,,
2021-12-09,Pathanamthitta,,
2021-12-09,Thiruvananthapuram,,
2021-12-09,Thrissur,4.0,5.0
2021-12-09,Wayanad,2.0,2.0
2021-12-09,total,,
2021-12-10,Alappuzha,,
2021-12-10,Ernakulam,10.0,11.0
2021-12-10,Idukki,3.0,3.0
2021-12-10,Kannur,,
2021-12-10,Kasaragod,,
2021-12-10,Kollam,,
2021-12-10,Kottayam,,
2021-12-10,Kozhikode,,
2021-12-10,Malappuram,,
2021-12-10,Palakkad,,
2021-12-10,Pathanamthitta,,
2021-12-10,Thiruvananthapuram,,
2021-12-10,Thrissur,4.0,5.0
2021-12-10,Wayanad,2.0,2.0
2021-12-10,total,,
2021-12-11,Alappuzha,,
2021-12-11,Ernakulam,4.0,5.0
2021-12-11,Idukki,,
2021-12-11,Kannur,,
2021-12-11,Kasaragod,,
2021-12-11,Kollam,,
2021-12-11,Kottayam,,
2021-12-11,Kozhikode,,
2021-12-11,Malappuram,,
2021-12-11,Palakkad,,
2021-12-11,Pathanamthitta,,
2021-12-11,Thiruvananthapuram,,
2021-12-11,Thrissur,,
2021-12-11,Wayanad,1.0,1.0
2021-12-11,total,,
2021-12-12,Alappuzha,,
2021-12-12,Ernakulam,4.0,5.0
2021-12-12,Idukki,,
2021-12-12,Kannur,,
2021-12-12,Kasaragod,,
2021-12-12,Kollam,,
2021-12-12,Kottayam,,
2021-12-12,Kozhikode,,
2021-12-12,Malappuram,,
2021-12-12,Palakkad,,
2021-12-12,Pathanamthitta,,
2021-12-12,Thiruvananthapuram,,
2021-12-12,Thrissur,,
2021-12-12,Wayanad,1.0,1.0
2021-12-12,total,,
2021-12-13,Alappuzha,,
2021-12-13,Ernakulam,4.0,5.0
2021-12-13,Idukki,,
2021-12-13,Kannur,,
2021-12-13,Kasaragod,,
2021-12-13,Kollam,,
2021-12-13,Kottayam,,
2021-12-13,Kozhikode,,
2021-12-13,Malappuram,,
2021-12-13,Palakkad,,
2021-12-13,Pathanamthitta,,
2021-12-13,Thiruvananthapuram,,
2021-12-13,Thrissur,,
2021-12-13,Wayanad,1.0,1.0
2021-12-13,total,,
2021-12-14,Alappuzha,,
2021-12-14,Ernakulam,4.0,5.0
2021-12-14,Idukki,,
2021-12-14,Kannur,,
2021-12-14,Kasaragod,,
2021-12-14,Kollam,,
2021-12-14,Kottayam,,
2021-12-14,Kozhikode,,
2021-12-14,Malappuram,,
2021-12-14,Palakkad,,
2021-12-14,Pathanamthitta,,
2021-12-14,Thiruvananthapuram,,
2021-12-14,Thrissur,,
2021-12-14,Wayanad,1.0,1.0
2021-12-14,total,,
2021-12-15,Alappuzha,,
2021-12-15,Ernakulam,4.0,5.0
2021-12-15,Idukki,,
2021-12-15,Kannur,,
2021-12-15,Kasaragod,,
2021-12-15,Kollam,,
2021-12-15,Kottayam,,
2021-12-15,Kozhikode,,
2021-12-15,Malappuram,,
2021-12-15,Palakkad,,
2021-12-15,Pathanamthitta,,
2021-12-15,Thiruvananthapuram,,
2021-12-15,Thrissur,,
2021-12-15,Wayanad,1.0,1.0
2021-12-15,total,,
2021-12-16,Alappuzha,,
2021-12-16,Ernakulam,4.0,5.0
2021-12-16,Idukki,,
2021-12-16,Kannur,,
2021-12-16,Kasaragod,,
2021-12-16,Kollam,,
2021-12-16,Kottayam,,
2021-12-16,Kozhikode,,
2021-12-16,Malappuram,,
2021-12-16,Palakkad,,
2021-12-16,Pathanamthitta,,
2021-12-16,Thiruvananthapuram,,
2021-12-16,Thrissur,,
2021-12-16,Wayanad,1.0,1.0
2021-12-16,total,,
2021-12-17,Alappuzha,,
2021-12-17,Ernakulam,4.0,5.0
2021-12-17,Idukki,,
2021-12-17,Kannur,,
2021-12-17,Kasaragod,,
2021-12-17,Kollam,,
2021-12-17,Kottayam,,
2021-12-17,Kozhikode,,
2021-12-17,Malappuram,,
2021-12-17,Palakkad,,
2021-12-17,Pathanamthitta,,
2021-12-17,Thiruvananthapuram,,
2021-12-17,Thrissur,,
2021-12-17,Wayanad,1.0,1.0
2021-12-17,total,,
2021-12-18,Alappuzha,,
2021-12-18,Ernakulam,4.0,5.0
2021-12-18,Idukki,,
2021-12-18,Kannur,,
2021-12-18,Kasaragod,,
2021-12-18,Kollam,,
2021-12-18,Kottayam,,
2021-12-18,Kozhikode,,
2021-12-18,Malappuram,,
2021-12-18,Palakkad,,
2021-12-18,Pathanamthitta,,
2021-12-18,Thiruvananthapuram,,
2021-12-18,Thrissur,,
2021-12-18,Wayanad,1.0,1.0
2021-12-18,total,,
2021-12-19,Alappuzha,,
2021-12-19,Ernakulam,4.0,5.0
2021-12-19,Idukki,,
2021-12-19,Kannur,,
2021-12-19,Kasaragod,,
2021-12-19,Kollam,,
2021-12-19,Kottayam,,
2021-12-19,Kozhikode,,
2021-12-19,Malappuram,,
2021-12-19,Palakkad,,
2021-12-19,Pathanamthitta,,
2021-12-19,Thiruvananthapuram,,
2021-12-19,Thrissur,,
2021-12-19,Wayanad,1.0,1.0
2021-12-19,total,,
2021-12-20,Alappuzha,,
2021-12-20,Ernakulam,4.0,5.0
2021-12-20,Idukki,,
2021-12-20,Kannur,,
2021-12-20,Kasaragod,,
2021-12-20,Kollam,,
2021-12-20,Kottayam,,
2021-12-20,Kozhikode,,
2021-12-20,Malappuram,,
2021-12-20,Palakkad,,
2021-12-20,Pathanamthitta,,
2021-12-20,Thiruvananthapuram,,
2021-12-20,Thrissur,,
2021-12-20,Wayanad,1.0,1.0
2021-12-20,total,,
2021-12-21,Alappuzha,,
2021-12-21,Ernakulam,4.0,5.0
2021-12-21,Idukki,,
2021-12-21,Kannur,,
2021-12-21,Kasaragod,,
2021-12-21,Kollam,,
2021-12-21,Kottayam,,
2021-12-21,Kozhikode,,
2021-12-21,Malappuram,,
2021-12-21,Palakkad,,
2021-12-21,Pathanamthitta,,
2021-12-21,Thiruvananthapuram,,
2021-12-21,Thrissur,,
2021-12-21,Wayanad,1.0,1.0
2021-12-21,total,,
2021-12-22,Alappuzha,,
2021-12-22,Ernakulam,4.0,5.0
2021-12-22,Idukki,,
2021-12-22,Kannur,,
2021-12-22,Kasaragod,,
2021-12-22,Kollam,,
2021-12-22,Kottayam,,
2021-12-22,Kozhikode,,
2021-12-22,Malappuram,,
2021-12-22,Palakkad,,
2021-12-22,Pathanamthitta,,
2021-12-22,Thiruvananthapuram,,
2021-12-22,Thrissur,,
2021-12-22,Wayanad,1.0,1.0
2021-12-22,total,,
