date,travel_mode,passengers,positive_cases
2020-07-23,airport_domestic,153963,468.0
2020-07-23,airport_international,41460,751.0
2020-07-23,grand total,420925,5044.0
2020-07-23,road_bus,40370,
2020-07-23,road_own,159986,3367.0
2020-07-23,sea_port,2447,34.0
2020-07-23,train,22699,424.0
2020-07-26,airport_domestic,165068,506.0
2020-07-26,airport_international,43276,787.0
2020-07-26,grand total,439297,5237.0
2020-07-26,road_bus,40494,
2020-07-26,road_own,164438,3485.0
2020-07-26,sea_port,2447,34.0
2020-07-26,train,23574,425.0
2020-07-29,airport_domestic,175172,549.0
2020-07-29,airport_international,45216,805.0
2020-07-29,grand total,455638,5371.0
2020-07-29,road_bus,40619,
2020-07-29,road_own,168610,3558.0
2020-07-29,sea_port,2447,34.0
2020-07-29,train,23574,425.0
2020-07-30,airport_domestic,178540,575.0
2020-07-30,airport_international,46042,807.0
2020-07-30,grand total,462131,5424.0
2020-07-30,road_bus,40641,
2020-07-30,road_own,170033,3583.0
2020-07-30,sea_port,2447,34.0
2020-07-30,train,24428,425.0
2020-08-07,airport_domestic,212107,677.0
2020-08-07,airport_international,51367,853.0
2020-08-07,grand total,514931,5742.0
2020-08-07,road_bus,40764,
2020-08-07,road_own,182307,3752.0
2020-08-07,sea_port,2447,34.0
2020-08-07,train,25939,426.0
2020-08-08,airport_domestic,217290,683.0
2020-08-08,airport_international,52132,853.0
2020-08-08,grand total,522753,5759.0
2020-08-08,road_bus,40769,
2020-08-08,road_own,184176,3763.0
2020-08-08,sea_port,2447,34.0
2020-08-08,train,25939,426.0
2020-08-09,airport_domestic,222420,690.0
2020-08-09,airport_international,53202,860.0
2020-08-09,grand total,532443,5779.0
2020-08-09,road_bus,40784,
2020-08-09,road_own,186591,3769.0
2020-08-09,sea_port,2447,34.0
2020-08-09,train,26999,426.0
2020-08-11,airport_domestic,233037,709.0
2020-08-11,airport_international,54653,863.0
2020-08-11,grand total,548747,5834.0
2020-08-11,road_bus,40797,
2020-08-11,road_own,190814,3800.0
2020-08-11,sea_port,2447,34.0
2020-08-11,train,26999,428.0
2020-08-13,airport_domestic,243523,726.0
2020-08-13,airport_international,56588,867.0
2020-08-13,grand total,567334,5886.0
2020-08-13,road_bus,40810,
2020-08-13,road_own,195816,3831.0
2020-08-13,sea_port,2447,34.0
2020-08-13,train,28150,428.0
2020-08-14,airport_domestic,248841,735.0
2020-08-14,airport_international,57697,868.0
2020-08-14,grand total,575823,5914.0
2020-08-14,road_bus,40814,
2020-08-14,road_own,197874,3849.0
2020-08-14,sea_port,2447,34.0
2020-08-14,train,28150,428.0
2020-08-18,airport_domestic,272188,752.0
2020-08-18,airport_international,60881,884.0
2020-08-18,grand total,612410,6007.0
2020-08-18,road_bus,40820,
2020-08-18,road_own,206796,3909.0
2020-08-18,sea_port,2447,34.0
2020-08-18,train,29278,428.0
2020-08-19,airport_domestic,277707,755.0
2020-08-19,airport_international,61816,885.0
2020-08-19,grand total,621641,6017.0
2020-08-19,road_bus,40886,
2020-08-19,road_own,209507,3915.0
2020-08-19,sea_port,2447,34.0
2020-08-19,train,29278,428.0
2020-08-23,airport_domestic,302220,779.0
2020-08-23,airport_international,65500,896.0
2020-08-23,grand total,665828,6124.0
2020-08-23,road_bus,41240,
2020-08-23,road_own,222923,3987.0
2020-08-23,sea_port,2447,34.0
2020-08-23,train,31498,428.0
2020-08-26,airport_domestic,320910,798.0
2020-08-26,airport_international,68306,899.0
2020-08-26,grand total,697892,6179.0
2020-08-26,road_bus,41240,
2020-08-26,road_own,232320,4020.0
2020-08-26,sea_port,2447,34.0
2020-08-26,train,32669,428.0
2020-09-04,airport_domestic,385360,868.0
2020-09-04,airport_international,76203,921.0
2020-09-04,grand total,797854,6431.0
2020-09-04,road_bus,41326,
2020-09-04,road_own,257698,4180.0
2020-09-04,sea_port,2447,34.0
2020-09-04,train,34820,428.0
2020-09-09,airport_domestic,428195,879.0
2020-09-09,airport_international,79504,922.0
2020-09-09,grand total,860527,6467.0
2020-09-09,road_bus,41388,
2020-09-09,road_own,273619,4204.0
2020-09-09,sea_port,2447,34.0
2020-09-09,train,35374,428.0
2020-09-10,airport_domestic,436818,880.0
2020-09-10,airport_international,80186,922.0
2020-09-10,grand total,873861,6473.0
2020-09-10,road_bus,41388,
2020-09-10,road_own,277648,4209.0
2020-09-10,sea_port,2447,34.0
2020-09-10,train,35374,428.0
2020-09-11,airport_domestic,445726,882.0
2020-09-11,airport_international,80968,922.0
2020-09-11,grand total,885777,6478.0
2020-09-11,road_bus,41388,
2020-09-11,road_own,279874,4212.0
2020-09-11,sea_port,2447,34.0
2020-09-11,train,35374,428.0
2020-09-14,airport_domestic,471168,894.0
2020-09-14,airport_international,82328,922.0
2020-09-14,grand total,919827,6500.0
2020-09-14,road_bus,41388,
2020-09-14,road_own,287122,4222.0
2020-09-14,sea_port,2447,34.0
2020-09-14,train,35374,428.0
2020-09-15,airport_domestic,481061,899.0
2020-09-15,airport_international,83036,924.0
2020-09-15,grand total,932892,6510.0
2020-09-15,road_bus,41388,
2020-09-15,road_own,289586,4225.0
2020-09-15,sea_port,2447,34.0
2020-09-15,train,35374,428.0
2020-09-18,airport_domestic,505529,909.0
2020-09-18,airport_international,84869,924.0
2020-09-18,grand total,964835,6532.0
2020-09-18,road_bus,41388,
2020-09-18,road_own,295228,4237.0
2020-09-18,sea_port,2447,34.0
2020-09-18,train,35374,428.0
2020-09-20,airport_domestic,522717,924.0
2020-09-20,airport_international,86009,924.0
2020-09-20,grand total,986506,6552.0
2020-09-20,road_bus,41388,
2020-09-20,road_own,298571,4242.0
2020-09-20,sea_port,2447,34.0
2020-09-20,train,35374,428.0
2020-09-21,airport_domestic,532366,926.0
2020-09-21,airport_international,86382,924.0
2020-09-21,grand total,997620,6555.0
2020-09-21,road_bus,41388,
2020-09-21,road_own,299663,4243.0
2020-09-21,sea_port,2447,34.0
2020-09-21,train,35374,428.0
2020-09-24,airport_domestic,557027,934.0
2020-09-24,airport_international,87337,924.0
2020-09-24,grand total,1026960,6577.0
2020-09-24,road_bus,41388,
2020-09-24,road_own,303387,4257.0
2020-09-24,sea_port,2447,34.0
2020-09-24,train,35374,428.0
2020-09-25,airport_domestic,565004,941.0
2020-09-25,airport_international,88223,924.0
2020-09-25,grand total,1036951,6585.0
2020-09-25,road_bus,41388,
2020-09-25,road_own,304515,4258.0
2020-09-25,sea_port,2447,34.0
2020-09-25,train,35374,428.0
2020-09-28,airport_domestic,596110,943.0
2020-09-28,airport_international,90102,924.0
2020-09-28,grand total,1073122,6604.0
2020-09-28,road_bus,41388,
2020-09-28,road_own,307701,4275.0
2020-09-28,sea_port,2447,34.0
2020-09-28,train,35374,428.0
2020-09-29,airport_domestic,606611,944.0
2020-09-29,airport_international,90479,924.0
2020-09-29,grand total,1085184,6613.0
2020-09-29,road_bus,41406,
2020-09-29,road_own,308867,4283.0
2020-09-29,sea_port,2447,34.0
2020-09-29,train,35374,428.0
2020-10-02,airport_domestic,633743,954.0
2020-10-02,airport_international,92442,924.0
2020-10-02,grand total,1116679,6638.0
2020-10-02,road_bus,41406,
2020-10-02,road_own,311267,4298.0
2020-10-02,sea_port,2447,34.0
2020-10-02,train,35374,428.0
2020-10-03,airport_domestic,646047,960.0
2020-10-03,airport_international,93027,924.0
2020-10-03,grand total,1131635,6646.0
2020-10-03,road_bus,41406,
2020-10-03,road_own,313334,4300.0
2020-10-03,sea_port,2447,34.0
2020-10-03,train,35374,428.0
2020-10-05,airport_domestic,664731,968.0
2020-10-05,airport_international,94257,924.0
2020-10-05,grand total,1152970,6660.0
2020-10-05,road_bus,41406,
2020-10-05,road_own,314755,4306.0
2020-10-05,sea_port,2447,34.0
2020-10-05,train,35374,428.0
2020-10-06,airport_domestic,675522,968.0
2020-10-06,airport_international,94633,924.0
2020-10-06,grand total,1165198,6663.0
2020-10-06,road_bus,41406,
2020-10-06,road_own,315816,4309.0
2020-10-06,sea_port,2447,34.0
2020-10-06,train,35374,428.0
2020-10-08,airport_domestic,694458,979.0
2020-10-08,airport_international,95368,924.0
2020-10-08,grand total,1186294,6681.0
2020-10-08,road_bus,41406,
2020-10-08,road_own,317241,4316.0
2020-10-08,sea_port,2447,34.0
2020-10-08,train,35374,428.0
2020-10-11,airport_domestic,724109,981.0
2020-10-11,airport_international,97467,925.0
2020-10-11,grand total,1219538,6708.0
2020-10-11,road_bus,41416,
2020-10-11,road_own,318725,4340.0
2020-10-11,sea_port,2447,34.0
2020-10-11,train,35374,428.0
2020-10-12,airport_domestic,734440,982.0
2020-10-12,airport_international,98099,925.0
2020-10-12,grand total,1230727,6711.0
2020-10-12,road_bus,41416,
2020-10-12,road_own,318951,4342.0
2020-10-12,sea_port,2447,34.0
2020-10-12,train,35374,428.0
2020-10-14,airport_domestic,753458,982.0
2020-10-14,airport_international,98951,925.0
2020-10-14,grand total,1251690,6711.0
2020-10-14,road_bus,41416,
2020-10-14,road_own,320044,4342.0
2020-10-14,sea_port,2447,34.0
2020-10-14,train,35374,428.0
2020-10-15,airport_domestic,764297,982.0
2020-10-15,airport_international,99414,925.0
2020-10-15,grand total,1263336,6711.0
2020-10-15,road_bus,41416,
2020-10-15,road_own,320388,4342.0
2020-10-15,sea_port,2447,34.0
2020-10-15,train,35374,428.0
2020-10-16,airport_domestic,781271,982.0
2020-10-16,airport_international,100128,925.0
2020-10-16,grand total,1281291,6711.0
2020-10-16,road_bus,41416,
2020-10-16,road_own,320655,4342.0
2020-10-16,sea_port,2447,34.0
2020-10-16,train,35374,428.0
2020-10-17,airport_domestic,793855,982.0
2020-10-17,airport_international,100764,925.0
2020-10-17,grand total,1294996,6711.0
2020-10-17,road_bus,41416,
2020-10-17,road_own,321140,4342.0
2020-10-17,sea_port,2447,34.0
2020-10-17,train,35374,428.0
2020-10-18,airport_domestic,804751,982.0
2020-10-18,airport_international,101316,925.0
2020-10-18,grand total,1306757,6711.0
2020-10-18,road_bus,41416,
2020-10-18,road_own,321453,4342.0
2020-10-18,sea_port,2447,34.0
2020-10-18,train,35374,428.0
2020-10-19,airport_domestic,816558,982.0
2020-10-19,airport_international,101982,925.0
2020-10-19,grand total,1319435,6711.0
2020-10-19,road_bus,41416,
2020-10-19,road_own,321658,4342.0
2020-10-19,sea_port,2447,34.0
2020-10-19,train,35374,428.0
2020-10-20,airport_domestic,827675,982.0
2020-10-20,airport_international,102552,925.0
2020-10-20,grand total,1331705,6711.0
2020-10-20,road_bus,41416,
2020-10-20,road_own,322241,4342.0
2020-10-20,sea_port,2447,34.0
2020-10-20,train,35374,428.0
2020-10-22,airport_domestic,848276,982.0
2020-10-22,airport_international,103211,925.0
2020-10-22,grand total,1353531,6711.0
2020-10-22,road_bus,41416,
2020-10-22,road_own,322807,4342.0
2020-10-22,sea_port,2447,34.0
2020-10-22,train,35374,428.0
2020-10-23,airport_domestic,857224,982.0
2020-10-23,airport_international,104129,925.0
2020-10-23,grand total,1363932,6711.0
2020-10-23,road_bus,41416,
2020-10-23,road_own,323342,4342.0
2020-10-23,sea_port,2447,34.0
2020-10-23,train,35374,428.0
2020-10-24,airport_domestic,867071,982.0
2020-10-24,airport_international,104950,925.0
2020-10-24,grand total,1374852,6711.0
2020-10-24,road_bus,41416,
2020-10-24,road_own,323594,4342.0
2020-10-24,sea_port,2447,34.0
2020-10-24,train,35374,428.0
2020-10-25,airport_domestic,874915,982.0
2020-10-25,airport_international,105553,925.0
2020-10-25,grand total,1383819,6711.0
2020-10-25,road_bus,41416,
2020-10-25,road_own,324114,4342.0
2020-10-25,sea_port,2447,34.0
2020-10-25,train,35374,428.0
2020-10-26,airport_domestic,886199,982.0
2020-10-26,airport_international,105747,925.0
2020-10-26,grand total,1395483,6711.0
2020-10-26,road_bus,41416,
2020-10-26,road_own,324300,4342.0
2020-10-26,sea_port,2447,34.0
2020-10-26,train,35374,428.0
2020-10-27,airport_domestic,896495,982.0
2020-10-27,airport_international,106251,925.0
2020-10-27,grand total,1406495,6711.0
2020-10-27,road_bus,41416,
2020-10-27,road_own,324512,4342.0
2020-10-27,sea_port,2447,34.0
2020-10-27,train,35374,428.0
2020-10-28,airport_domestic,905128,982.0
2020-10-28,airport_international,107168,925.0
2020-10-28,grand total,1416297,6711.0
2020-10-28,road_bus,41416,
2020-10-28,road_own,324764,4342.0
2020-10-28,sea_port,2447,34.0
2020-10-28,train,35374,428.0
2020-10-29,airport_domestic,914971,982.0
2020-10-29,airport_international,107737,925.0
2020-10-29,grand total,1427176,6711.0
2020-10-29,road_bus,41416,
2020-10-29,road_own,325231,4342.0
2020-10-29,sea_port,2447,34.0
2020-10-29,train,35374,428.0
2020-11-01,airport_domestic,944841,982.0
2020-11-01,airport_international,109501,925.0
2020-11-01,grand total,1459593,6711.0
2020-11-01,road_bus,41416,
2020-11-01,road_own,326014,4342.0
2020-11-01,sea_port,2447,34.0
2020-11-01,train,35374,428.0
2020-11-02,airport_domestic,957509,982.0
2020-11-02,airport_international,110171,925.0
2020-11-02,grand total,1473074,6711.0
2020-11-02,road_bus,41416,
2020-11-02,road_own,326157,4342.0
2020-11-02,sea_port,2447,34.0
2020-11-02,train,35374,428.0
2020-11-07,airport_domestic,1009100,982.0
2020-11-07,airport_international,113000,925.0
2020-11-07,grand total,1529098,6711.0
2020-11-07,road_bus,41416,
2020-11-07,road_own,327761,4342.0
2020-11-07,sea_port,2447,34.0
2020-11-07,train,35374,428.0
2020-11-10,airport_domestic,1042862,982.0
2020-11-10,airport_international,115061,925.0
2020-11-10,grand total,1565643,6711.0
2020-11-10,road_bus,41416,
2020-11-10,road_own,328483,4342.0
2020-11-10,sea_port,2447,34.0
2020-11-10,train,35374,428.0
2020-11-16,airport_domestic,1161241,986.0
2020-11-16,airport_international,119203,925.0
2020-11-16,grand total,1689627,6715.0
2020-11-16,road_bus,41416,
2020-11-16,road_own,329946,4342.0
2020-11-16,sea_port,2447,34.0
2020-11-16,train,35374,428.0
2020-11-17,airport_domestic,1173402,986.0
2020-11-17,airport_international,119785,925.0
2020-11-17,grand total,1702964,6715.0
2020-11-17,road_bus,41416,
2020-11-17,road_own,330540,4342.0
2020-11-17,sea_port,2447,34.0
2020-11-17,train,35374,428.0
2020-11-23,airport_domestic,1237833,997.0
2020-11-23,airport_international,123095,926.0
2020-11-23,grand total,1771687,6736.0
2020-11-23,road_bus,41416,
2020-11-23,road_own,331522,4351.0
2020-11-23,sea_port,2447,34.0
2020-11-23,train,35374,428.0
2020-11-24,airport_domestic,1250656,998.0
2020-11-24,airport_international,123621,926.0
2020-11-24,grand total,1785129,6742.0
2020-11-24,road_bus,41416,
2020-11-24,road_own,331615,4356.0
2020-11-24,sea_port,2447,34.0
2020-11-24,train,35374,428.0
2020-11-26,airport_domestic,1270851,999.0
2020-11-26,airport_international,124808,926.0
2020-11-26,grand total,1806907,6749.0
2020-11-26,road_bus,41416,
2020-11-26,road_own,332011,4362.0
2020-11-26,sea_port,2447,34.0
2020-11-26,train,35374,428.0
2020-11-27,airport_domestic,1279266,999.0
2020-11-27,airport_international,125129,926.0
2020-11-27,grand total,1815750,6756.0
2020-11-27,road_bus,41416,
2020-11-27,road_own,332118,4369.0
2020-11-27,sea_port,2447,34.0
2020-11-27,train,35374,428.0
2020-11-29,airport_domestic,1303550,999.0
2020-11-29,airport_international,126508,926.0
2020-11-29,grand total,1842082,6767.0
2020-11-29,road_bus,41416,
2020-11-29,road_own,332787,4380.0
2020-11-29,sea_port,2447,34.0
2020-11-29,train,35374,428.0
2020-12-02,airport_domestic,1341716,1000.0
2020-12-02,airport_international,128466,927.0
2020-12-02,grand total,1882936,6780.0
2020-12-02,road_bus,41416,
2020-12-02,road_own,333517,4391.0
2020-12-02,sea_port,2447,34.0
2020-12-02,train,35374,428.0
2020-12-07,airport_domestic,1402666,1005.0
2020-12-07,airport_international,131911,927.0
2020-12-07,grand total,1948244,6800.0
2020-12-07,road_bus,41416,
2020-12-07,road_own,334430,4406.0
2020-12-07,sea_port,2447,34.0
2020-12-07,train,35374,428.0
2020-12-09,airport_domestic,1426199,1009.0
2020-12-09,airport_international,132708,927.0
2020-12-09,grand total,1972965,6815.0
2020-12-09,road_bus,41416,
2020-12-09,road_own,334821,4417.0
2020-12-09,sea_port,2447,34.0
2020-12-09,train,35374,428.0
2020-12-10,airport_domestic,1441066,1012.0
2020-12-10,airport_international,133612,928.0
2020-12-10,grand total,1989103,6826.0
2020-12-10,road_bus,41416,
2020-12-10,road_own,335188,4424.0
2020-12-10,sea_port,2447,34.0
2020-12-10,train,35374,428.0
2020-12-11,airport_domestic,1454981,1013.0
2020-12-11,airport_international,134098,928.0
2020-12-11,grand total,2003612,6828.0
2020-12-11,road_bus,41416,
2020-12-11,road_own,335296,4425.0
2020-12-11,sea_port,2447,34.0
2020-12-11,train,35374,428.0
2020-12-13,airport_domestic,1483835,1014.0
2020-12-13,airport_international,135313,928.0
2020-12-13,grand total,2033985,6837.0
2020-12-13,road_bus,41416,
2020-12-13,road_own,335600,4433.0
2020-12-13,sea_port,2447,34.0
2020-12-13,train,35374,428.0
2020-12-17,airport_domestic,1538410,1017.0
2020-12-17,airport_international,138196,928.0
2020-12-17,grand total,2092242,6852.0
2020-12-17,road_bus,41416,
2020-12-17,road_own,336399,4445.0
2020-12-17,sea_port,2447,34.0
2020-12-17,train,35374,428.0
2020-12-18,airport_domestic,1550534,1020.0
2020-12-18,airport_international,138917,928.0
2020-12-18,grand total,2105157,6855.0
2020-12-18,road_bus,41416,
2020-12-18,road_own,336469,4445.0
2020-12-18,sea_port,2447,34.0
2020-12-18,train,35374,428.0
2020-12-23,airport_domestic,1618464,1024.0
2020-12-23,airport_international,142209,929.0
2020-12-23,grand total,2177129,6892.0
2020-12-23,road_bus,41416,
2020-12-23,road_own,337219,4477.0
2020-12-23,sea_port,2447,34.0
2020-12-23,train,35374,428.0
2020-12-24,airport_domestic,1632338,1024.0
2020-12-24,airport_international,143027,929.0
2020-12-24,grand total,2192131,6894.0
2020-12-24,road_bus,41416,
2020-12-24,road_own,337529,4479.0
2020-12-24,sea_port,2447,34.0
2020-12-24,train,35374,428.0
2020-12-26,airport_domestic,1661251,1024.0
2020-12-26,airport_international,144195,929.0
2020-12-26,grand total,2222544,6897.0
2020-12-26,road_bus,41416,
2020-12-26,road_own,337861,4482.0
2020-12-26,sea_port,2447,34.0
2020-12-26,train,35374,428.0
2020-12-27,airport_domestic,1673239,1024.0
2020-12-27,airport_international,144719,929.0
2020-12-27,grand total,2235401,6900.0
2020-12-27,road_bus,41416,
2020-12-27,road_own,338206,4485.0
2020-12-27,sea_port,2447,34.0
2020-12-27,train,35374,428.0
2020-12-28,airport_domestic,1689186,1024.0
2020-12-28,airport_international,145685,929.0
2020-12-28,grand total,2252314,6900.0
2020-12-28,road_bus,41416,
2020-12-28,road_own,338206,4485.0
2020-12-28,sea_port,2447,34.0
2020-12-28,train,35374,428.0
2020-12-29,airport_domestic,1703313,1024.0
2020-12-29,airport_international,146313,929.0
2020-12-29,grand total,2267563,6902.0
2020-12-29,road_bus,41416,
2020-12-29,road_own,338700,4487.0
2020-12-29,sea_port,2447,34.0
2020-12-29,train,35374,428.0
2021-01-03,airport_domestic,1765870,1026.0
2021-01-03,airport_international,149417,930.0
2021-01-03,grand total,2333955,6921.0
2021-01-03,road_bus,41416,
2021-01-03,road_own,339431,4503.0
2021-01-03,sea_port,2447,34.0
2021-01-03,train,35374,428.0
2021-01-04,airport_domestic,1783163,1026.0
2021-01-04,airport_international,150322,930.0
2021-01-04,grand total,2352341,6924.0
2021-01-04,road_bus,41416,
2021-01-04,road_own,339619,4506.0
2021-01-04,sea_port,2447,34.0
2021-01-04,train,35374,428.0
2021-01-09,airport_domestic,1856303,1027.0
2021-01-09,airport_international,154009,932.0
2021-01-09,grand total,2430189,6940.0
2021-01-09,road_bus,41416,
2021-01-09,road_own,340640,4519.0
2021-01-09,sea_port,2447,34.0
2021-01-09,train,35374,428.0
2021-01-10,airport_domestic,1872215,1027.0
2021-01-10,airport_international,155411,936.0
2021-01-10,grand total,2447534,6948.0
2021-01-10,road_bus,41416,
2021-01-10,road_own,340671,4523.0
2021-01-10,sea_port,2447,34.0
2021-01-10,train,35374,428.0
2021-01-11,airport_domestic,1887888,1029.0
2021-01-11,airport_international,156539,936.0
2021-01-11,grand total,2464373,6950.0
2021-01-11,road_bus,41416,
2021-01-11,road_own,340709,4523.0
2021-01-11,sea_port,2447,34.0
2021-01-11,train,35374,428.0
2021-01-14,airport_domestic,1932722,1031.0
2021-01-14,airport_international,159063,938.0
2021-01-14,grand total,2511873,6964.0
2021-01-14,road_bus,41416,
2021-01-14,road_own,340851,4533.0
2021-01-14,sea_port,2447,34.0
2021-01-14,train,35374,428.0
2021-01-16,airport_domestic,1957835,1031.0
2021-01-16,airport_international,161117,940.0
2021-01-16,grand total,2539182,6976.0
2021-01-16,road_bus,41416,
2021-01-16,road_own,340993,4543.0
2021-01-16,sea_port,2447,34.0
2021-01-16,train,35374,428.0
2021-01-17,airport_domestic,1973653,1031.0
2021-01-17,airport_international,162036,940.0
2021-01-17,grand total,2555940,6976.0
2021-01-17,road_bus,41416,
2021-01-17,road_own,341014,4543.0
2021-01-17,sea_port,2447,34.0
2021-01-17,train,35374,428.0
2021-01-18,airport_domestic,1994614,1031.0
2021-01-18,airport_international,162986,940.0
2021-01-18,grand total,2577949,6979.0
2021-01-18,road_bus,41416,
2021-01-18,road_own,341112,4546.0
2021-01-18,sea_port,2447,34.0
2021-01-18,train,35374,428.0
2021-01-22,airport_domestic,2058210,1033.0
2021-01-22,airport_international,166162,940.0
2021-01-22,grand total,2644914,6999.0
2021-01-22,road_bus,41416,
2021-01-22,road_own,341305,4564.0
2021-01-22,sea_port,2447,34.0
2021-01-22,train,35374,428.0
2021-01-23,airport_domestic,2074363,1033.0
2021-01-23,airport_international,166827,940.0
2021-01-23,grand total,2661858,7001.0
2021-01-23,road_bus,41416,
2021-01-23,road_own,341431,4566.0
2021-01-23,sea_port,2447,34.0
2021-01-23,train,35374,428.0
2021-01-24,airport_domestic,2091415,1033.0
2021-01-24,airport_international,167570,940.0
2021-01-24,grand total,2679784,7004.0
2021-01-24,road_bus,41416,
2021-01-24,road_own,341562,4569.0
2021-01-24,sea_port,2447,34.0
2021-01-24,train,35374,428.0
2021-01-25,airport_domestic,2108328,1034.0
2021-01-25,airport_international,168360,940.0
2021-01-25,grand total,2697521,7007.0
2021-01-25,road_bus,41416,
2021-01-25,road_own,341596,4571.0
2021-01-25,sea_port,2447,34.0
2021-01-25,train,35374,428.0
2021-01-26,airport_domestic,2122525,1034.0
2021-01-26,airport_international,169007,940.0
2021-01-26,grand total,2712503,7007.0
2021-01-26,road_bus,41416,
2021-01-26,road_own,341734,4571.0
2021-01-26,sea_port,2447,34.0
2021-01-26,train,35374,428.0
2021-01-27,airport_domestic,2136536,1036.0
2021-01-27,airport_international,169432,940.0
2021-01-27,grand total,2726939,7012.0
2021-01-27,road_bus,41416,
2021-01-27,road_own,341734,4574.0
2021-01-27,sea_port,2447,34.0
2021-01-27,train,35374,428.0
2021-01-28,airport_domestic,2151772,1036.0
2021-01-28,airport_international,170254,940.0
2021-01-28,grand total,2743036,7012.0
2021-01-28,road_bus,41416,
2021-01-28,road_own,341773,4574.0
2021-01-28,sea_port,2447,34.0
2021-01-28,train,35374,428.0
2021-01-29,airport_domestic,2165354,1038.0
2021-01-29,airport_international,170936,940.0
2021-01-29,grand total,2757357,7017.0
2021-01-29,road_bus,41416,
2021-01-29,road_own,341830,4577.0
2021-01-29,sea_port,2447,34.0
2021-01-29,train,35374,428.0
2021-01-30,airport_domestic,2179442,1038.0
2021-01-30,airport_international,171662,940.0
2021-01-30,grand total,2772279,7019.0
2021-01-30,road_bus,41416,
2021-01-30,road_own,341938,4579.0
2021-01-30,sea_port,2447,34.0
2021-01-30,train,35374,428.0
2021-01-31,airport_domestic,2191999,1038.0
