date,cases_new,cases_total,discharged_total,discharged_new,deaths_total,deaths_new,cases_active_total,cases_active_new,discharge_rate,fatality_rate
2021-07-04,1297,1505394,1468815.0,1777.0,17799.0,20.0,18780.0,-500.0,97.57,1.18%
2021-07-05,885,1506279,1470512.0,1697.0,17817.0,18.0,17950.0,-830.0,97.63,1.18%
2021-07-06,962,1507241,1472132.0,1620.0,17834.0,17.0,17275.0,-675.0,97.67,1.18%
2021-07-07,982,1508223,1473718.0,1586.0,17850.0,16.0,16655.0,-620.0,97.71,1.18%
2021-07-08,995,1509218,1475208.0,1490.0,17867.0,17.0,16143.0,-512.0,97.75,1.18%
2021-07-09,990,1510208,1476632.0,1424.0,17886.0,19.0,15690.0,-453.0,97.78,1.18%
2021-07-10,997,1511205,1477998.0,1336.0,17903.0,17.0,15304.0,-386.0,97.8,1.18%
2021-07-11,924,1512129,1479312.0,1314.0,17916.0,13.0,14901.0,-403.0,97.83,1.18%
2021-07-12,885,1513014,1480556.0,1244.0,17927.0,11.0,14531.0,-370.0,97.85,1.18%
2021-07-13,863,1513877,1481742.0,1186.0,17944.0,17.0,14191.0,-340.0,97.88,1.19%
2021-07-14,831,1513845,1482903.0,1161.0,17958.0,14.0,12984.0,-344.0,97.96,1.19%
2021-07-15,891,1515599,1483992.0,1089.0,17970.0,12.0,13637.0,-210.0,97.91,1.19%
2021-07-16,882,1516481,1485017.0,1025.0,17980.0,10.0,13484.0,-153.0,97.93,1.19%
2021-07-17,899,1517380,1486059.0,1042.0,17988.0,8.0,13333.0,-151.0,97.94,1.19%
2021-07-18,801,1518181,1487071.0,1012.0,17999.0,11.0,13111.0,-222.0,97.95,1.19%
2021-07-19,666,1518847,1488077.0,1006.0,18011.0,12.0,12759.0,-352.0,97.97,1.19%
2021-07-20,752,1519599,1489069.0,992.0,18021.0,10.0,12509.0,-250.0,97.99,1.19%
2021-07-21,869,1520468,1490050.0,981.0,18027.0,6.0,12391.0,-118.0,98.0,1.19%
2021-07-22,793,1521261,1491016.0,966.0,18040.0,13.0,12205.0,-186.0,98.01,1.19%
2021-07-23,842,1522103,1491958.0,942.0,18056.0,16.0,12089.0,-116.0,98.02,1.19%
2021-07-24,730,1522833,1492878.0,920.0,18064.0,8.0,11891.0,-198.0,98.03,1.19%
2021-07-25,806,1523639,1493770.0,892.0,18073.0,9.0,11796.0,-95.0,98.04,1.19%
2021-07-26,657,1524296,1494645.0,875.0,18085.0,12.0,11566.0,-230.0,98.05,1.19%
2021-07-27,662,1524958,1495483.0,838.0,18095.0,10.0,11380.0,-186.0,98.07,1.19%
2021-07-28,815,1525773,1496294.0,811.0,18109.0,14.0,11370.0,-10.0,98.07,1.19%
2021-07-29,766,1526539,1497116.0,822.0,18123.0,14.0,11300.0,-70.0,98.07,1.19%
2021-07-30,711,1527250,1497951.0,835.0,18128.0,5.0,11171.0,-129.0,98.08,1.19%
2021-08-01,701,1528720,1499597.0,827.0,18149.0,13.0,10974.0,-139.0,98.09,1.19%
2021-08-02,575,1529295,1500331.0,734.0,18161.0,12.0,10803.0,-171.0,98.11,1.19%
2021-08-03,729,1530024,1501087.0,756.0,18170.0,9.0,10767.0,-36.0,98.11,1.19%
2021-08-04,826,1530850,1501925.0,838.0,18180.0,10.0,10745.0,-22.0,98.11,1.19%
2021-08-05,812,1531662,1502748.0,823.0,18193.0,13.0,10721.0,-24.0,98.11,1.19%
2021-08-06,717,1532379,1503535.0,787.0,18202.0,9.0,10642.0,-79.0,98.12,1.19%
2021-08-07,749,1533128,1504326.0,791.0,18217.0,15.0,10585.0,-57.0,98.12,1.19%
2021-08-08,675,1533803,1505089.0,763.0,18229.0,12.0,10485.0,-100.0,98.13,1.19%
2021-08-09,557,1534360,1505808.0,719.0,18240.0,11.0,10312.0,-173.0,98.14,1.19%
2021-08-10,639,1534999,1506532.0,724.0,18252.0,12.0,10215.0,-97.0,98.15,1.19%
2021-08-11,700,1535699,1507278.0,746.0,18258.0,6.0,10163.0,-52.0,98.15,1.19%
2021-08-12,747,1536446,1508051.0,773.0,18268.0,10.0,10127.0,-36.0,98.15,1.19%
2021-08-13,739,1537185,1508800.0,749.0,18276.0,8.0,10109.0,-18.0,98.15,1.19%
2021-08-14,705,1537890,1509521.0,721.0,18291.0,15.0,10078.0,-31.0,98.16,1.19%
2021-08-15,673,1538563,,,,,10030.0,-48.0,,
2021-08-16,502,1539065,1510921.0,691.0,18312.0,9.0,9832.0,-198.0,98.17,1.19%
2021-08-17,547,1539612,1511558.0,637.0,18318.0,6.0,9736.0,-96.0,98.18,1.19%
2021-08-18,646,1540258,1512218.0,660.0,18325.0,7.0,9715.0,-21.0,98.18,1.19%
2021-08-19,731,1540989,,,,,9653.0,-62.0,,
2021-08-20,758,1541747,1513766.0,767.0,18346.0,9.0,9635.0,-749.0,98.19,1.19%
2021-08-21,678,1542425,1514475.0,709.0,18356.0,10.0,9594.0,-41.0,98.19,1.19%
2021-08-22,561,1542986,,,,,9461.0,-133.0,,
2021-08-23,510,1543496,1515789.0,628.0,18371.0,7.0,9336.0,-125.0,98.2,1.19%
2021-08-24,613,1544109,1516509.0,720.0,18383.0,12.0,9217.0,-119.0,98.21,1.19%
2021-08-25,708,1544817,1517239.0,730.0,18393.0,10.0,9185.0,-32.0,98.21,1.19%
2021-08-27,703,1546237,1518684.0,719.0,18410.0,8.0,9143.0,-24.0,98.22,1.19%
2021-08-28,661,1546898,1519372.0,688.0,18417.0,7.0,9109.0,-34.0,98.22,1.19%
2021-08-29,650,1547548,1520055.0,683.0,18423.0,6.0,9070.0,-39.0,98.22,1.19%
2021-08-30,510,1548058,1520702.0,647.0,18434.0,11.0,8922.0,-148.0,98.23,1.19%
2021-08-31,546,1548604,1521342.0,640.0,18447.0,13.0,8815.0,-107.0,98.24,1.19%
2021-09-01,679,1549283,1522023.0,681.0,18459.0,12.0,8801.0,-14.0,98.24,1.19%
2021-09-02,695,1549978,1522772.0,749.0,18472.0,13.0,8734.0,-67.0,98.24,1.19%
2021-09-03,686,1550664,1523487.0,715.0,18483.0,11.0,8694.0,-40.0,98.25,1.19%
2021-09-04,700,1551364,1524194.0,707.0,18491.0,8.0,8679.0,-15.0,98.25,1.19%
2021-09-05,707,1552071,,,,,8652.0,-27.0,,
2021-09-06,505,1552576,1525581.0,664.0,18515.0,13.0,8480.0,-172.0,98.26,1.19%
2021-09-07,601,1553177,1526268.0,687.0,18522.0,7.0,8387.0,-93.0,98.27,1.19%
2021-09-08,751,1553928,1527109.0,841.0,18531.0,9.0,8288.0,-99.0,98.27,1.19%
2021-09-09,724,1554652,1527867.0,758.0,18539.0,8.0,8246.0,-42.0,98.28,1.19%
2021-09-10,753,1555405,1528633.0,766.0,18553.0,14.0,8219.0,-27.0,98.28,1.19%
2021-09-11,752,1556157,1529387.0,754.0,18567.0,14.0,8203.0,-16.0,98.28,1.19%
2021-09-12,751,1556908,,,,,8187.0,-16.0,,
2021-09-13,506,1557414,1530731.0,587.0,18587.0,10.0,8096.0,-91.0,98.29,1.19%
2021-09-14,703,1558117,1531444.0,713.0,18599.0,12.0,8074.0,-22.0,98.29,1.19%
2021-09-15,743,1558860,1532197.0,753.0,18613.0,14.0,8050.0,-24.0,98.29,1.19%
2021-09-16,707,1559567,1532922.0,725.0,18620.0,7.0,8025.0,-25.0,98.29,1.19%
2021-09-17,719,1560286,,,,,8008.0,-17.0,,
2021-09-18,728,1561014,1534406.0,757.0,18641.0,12.0,7967.0,-41.0,98.3,1.19%
2021-09-19,635,1561649,,,,,7906.0,-61.0,,
2021-09-20,524,1562173,,,,,7810.0,-96.0,,
2021-09-21,537,1562710,1536291.0,592.0,18678.0,14.0,7741.0,-69.0,98.31,1.20%
2021-09-22,683,1563393,,,,,7724.0,-17.0,,
2021-09-23,746,1564139,1537732.0,754.0,18703.0,12.0,7704.0,-20.0,98.31,1.20%
2021-09-24,744,1564883,1538478.0,746.0,18716.0,13.0,7689.0,-15.0,98.31,1.20%
2021-09-25,762,1565645,,,,,7674.0,-15.0,,
2021-09-26,748,1566393,,,,,7683.0,9.0,,
2021-09-27,472,1566865,,,,,7584.0,-99.0,,
2021-09-28,708,1567573,,,,,7586.0,2.0,,
2021-09-29,748,1568321,,,,,7580.0,-6.0,,
2021-09-30,749,1569070,1542707.0,744.0,18793.0,15.0,7570.0,-10.0,98.32,1.20%
2021-10-01,708,1569778,1543401.0,694.0,18806.0,13.0,7571.0,1.0,98.32,1.20%
2021-10-02,761,1570539,,,,,7580.0,9.0,,
2021-10-03,701,1571240,1544828.0,684.0,18825.0,10.0,7587.0,7.0,98.32,1.20%
2021-10-04,601,1571841,1545400.0,572.0,18837.0,12.0,7604.0,17.0,98.32,1.20%
2021-10-05,619,1572460,1546037.0,637.0,18848.0,11.0,7575.0,-29.0,98.32,1.20%
2021-10-06,786,1573246,1546792.0,755.0,18863.0,15.0,7591.0,16.0,98.32,1.20%
2021-10-07,771,1574017,1547548.0,756.0,18876.0,13.0,7593.0,2.0,98.32,1.20%
2021-10-08,784,1574801,1548294.0,746.0,18882.0,6.0,7625.0,32.0,98.32,1.20%
2021-10-10,760,1576337,,,,,7649.0,15.0,,
2021-10-11,606,1576943,1550380.0,597.0,18914.0,9.0,,,98.32,1.20%
2021-10-12,768,1577711,1551115.0,735.0,18924.0,10.0,7672.0,23.0,98.31,1.20%
2021-10-13,771,1578482,,,,,7657.0,-15.0,,
2021-10-14,530,1579012,,,,,7576.0,-81.0,,
2021-10-15,451,1579463,,,,,7513.0,-63.0,,
2021-10-16,443,1579906,,,,,7445.0,-68.0,,
2021-10-17,624,1580530,,,,,7421.0,-24.0,,
2021-10-18,690,1581220,1554815.0,683.0,18989.0,12.0,7416.0,-5.0,98.33,1.20%
2021-10-19,726,1581946,1555520.0,705.0,18998.0,9.0,7428.0,12.0,98.33,1.20%
2021-10-20,867,1582813,1556315.0,795.0,19007.0,9.0,7491.0,63.0,98.33,1.20%
2021-10-21,833,1583646,1557090.0,775.0,19021.0,14.0,7535.0,44.0,98.32,1.20%
2021-10-22,846,1584492,1557882.0,792.0,19033.0,12.0,7577.0,42.0,98.32,1.20%
2021-10-23,974,1585466,1558690.0,808.0,19045.0,12.0,7731.0,154.0,98.31,1.20%
2021-10-24,989,1586455,1559518.0,828.0,19055.0,10.0,7882.0,151.0,98.3,1.20%
2021-10-25,805,1587260,1560325.0,807.0,19066.0,11.0,7869.0,-13.0,98.3,1.20%
2021-10-26,806,1588066,1561136.0,811.0,19081.0,15.0,7849.0,-20.0,98.3,1.20%
2021-10-27,976,1589042,1561973.0,837.0,19096.0,15.0,7973.0,124.0,98.3,1.20%
2021-10-28,990,1590032,1562818.0,845.0,19105.0,9.0,8109.0,136.0,98.29,1.20%
2021-10-29,982,1591014,1563678.0,860.0,19113.0,8.0,8223.0,114.0,98.28,1.20%
2021-10-30,980,1591994,1564558.0,880.0,19126.0,13.0,8310.0,87.0,98.28,1.20%
2021-10-31,914,1592908,1565471.0,913.0,19141.0,15.0,8296.0,-14.0,98.28,1.20%
2021-11-01,725,1593633,1566338.0,867.0,19149.0,8.0,8146.0,-150.0,98.29,1.20%
2021-11-02,862,1594495,1567209.0,871.0,19160.0,11.0,8126.0,-20.0,98.29,1.20%
2021-11-03,919,1595414,1568088.0,879.0,19174.0,14.0,8152.0,26.0,98.29,1.20%
2021-11-04,918,1596332,1568951.0,863.0,19188.0,14.0,8193.0,41.0,98.28,1.20%
2021-11-05,763,1597095,1569757.0,806.0,19201.0,13.0,8137.0,-56.0,98.29,1.20%
2021-11-06,670,1597765,1570521.0,764.0,19215.0,14.0,8029.0,-108.0,98.29,1.20%
2021-11-07,723,1598488,1571295.0,774.0,19226.0,11.0,7967.0,-62.0,98.3,1.20%
2021-11-08,603,1599091,1571952.0,657.0,19240.0,14.0,7899.0,-68.0,98.3,1.20%
2021-11-09,788,1599879,1572711.0,759.0,19252.0,12.0,7916.0,17.0,98.3,1.20%
2021-11-10,853,1600732,1573520.0,809.0,19267.0,15.0,7945.0,29.0,98.3,1.20%
2021-11-11,854,1601586,1574333.0,813.0,19280.0,13.0,7973.0,28.0,98.3,1.20%
2021-11-12,860,1602446,1575152.0,819.0,19294.0,14.0,8000.0,27.0,98.3,1.20%
2021-11-13,872,1603318,1575980.0,828.0,19307.0,13.0,8031.0,31.0,98.29,1.20%
2021-11-14,875,1604193,1576817.0,837.0,19314.0,7.0,8062.0,31.0,98.29,1.20%
2021-11-15,782,1604975,1577609.0,792.0,19319.0,5.0,8047.0,-15.0,98.29,1.20%
2021-11-16,819,1605794,1578434.0,825.0,19333.0,14.0,8027.0,-20.0,98.3,1.20%
2021-11-17,862,1606656,1579264.0,830.0,19341.0,8.0,8051.0,24.0,98.3,1.20%
2021-11-18,860,1607516,1580089.0,825.0,19355.0,14.0,8072.0,21.0,98.29,1.20%
2021-11-19,877,1608393,1580922.0,833.0,19364.0,9.0,8107.0,35.0,98.29,1.20%
2021-11-20,725,1609118,1581697.0,775.0,19376.0,12.0,8045.0,-62.0,98.3,1.20%
2021-11-21,727,1609845,1582442.0,745.0,19383.0,7.0,8020.0,-25.0,98.3,1.20%
2021-11-22,615,1610460,1583118.0,676.0,19397.0,14.0,7945.0,-75.0,98.3,1.20%
2021-11-23,720,1611180,1583859.0,741.0,19407.0,10.0,7914.0,-31.0,98.3,1.20%
2021-11-24,803,1611983,1584670.0,811.0,19419.0,12.0,7894.0,-20.0,98.31,1.20%
2021-11-25,758,1612741,1585444.0,774.0,19430.0,11.0,7867.0,-27.0,98.31,1.20%
2021-11-26,710,1613451,1586165.0,721.0,19439.0,9.0,7847.0,-20.0,98.31,1.20%
2021-11-27,701,1614152,1586882.0,717.0,19450.0,11.0,7820.0,-27.0,98.31,1.20%
2021-11-28,715,1614867,1587601.0,719.0,19462.0,12.0,7804.0,-16.0,98.31,1.21%
2021-11-29,511,1615378,1588172.0,571.0,19473.0,11.0,7733.0,-71.0,98.32,1.21%
2021-11-30,705,1616083,1588866.0,694.0,19486.0,13.0,7731.0,-2.0,98.32,1.21%
2021-12-01,668,1616751,1589541.0,675.0,19498.0,12.0,7712.0,-19.0,98.32,1.21%
2021-12-02,657,1617408,1590208.0,667.0,19510.0,12.0,7690.0,-22.0,98.32,1.21%
2021-12-03,608,1618016,1590823.0,615.0,19523.0,13.0,7670.0,-20.0,98.32,1.21%
2021-12-04,621,1618637,1591447.0,624.0,19534.0,11.0,7656.0,-14.0,98.32,1.21%
2021-12-05,620,1619257,1592074.0,627.0,19544.0,10.0,7639.0,-17.0,98.32,1.21%
2021-12-06,465,1619722,1592579.0,505.0,19553.0,9.0,7590.0,-49.0,98.32,1.21%
2021-12-07,507,1620229,1593091.0,512.0,19562.0,9.0,7576.0,-14.0,98.33,1.21%
2021-12-08,574,1620803,1593659.0,568.0,19568.0,6.0,,,98.33,1.21%
2021-12-09,567,1621370,1594230.0,571.0,19575.0,7.0,7565.0,-11.0,98.33,1.21%
2021-12-10,628,1621998,1594840.0,610.0,19584.0,9.0,7574.0,9.0,98.33,1.21%
2021-12-11,610,1622608,1595452.0,612.0,19594.0,10.0,7562.0,-12.0,98.33,1.21%
2021-12-12,583,1623191,1596043.0,591.0,19600.0,6.0,7548.0,-14.0,98.33,1.21%
2021-12-13,418,1623609,1596482.0,439.0,19610.0,10.0,7517.0,-31.0,98.33,1.21%
2021-12-14,552,1624161,1597036.0,554.0,19620.0,10.0,7505.0,-12.0,98.33,1.21%
2021-12-15,554,1624715,1597592.0,556.0,19633.0,13.0,7490.0,-15.0,98.33,1.21%
2021-12-16,660,1625375,1598224.0,632.0,19645.0,12.0,7506.0,16.0,98.33,1.21%
2021-12-17,580,1625955,1598790.0,566.0,19652.0,7.0,7513.0,7.0,98.33,1.21%
2021-12-18,556,1626511,1599350.0,560.0,19660.0,8.0,7501.0,-12.0,98.33,1.21%
2021-12-19,565,1627076,1599918.0,568.0,19669.0,9.0,7489.0,-12.0,98.33,1.21%
2021-12-20,414,1627490,1600340.0,422.0,19676.0,7.0,7474.0,-15.0,98.33,1.21%
2021-12-21,440,1627930,1600791.0,451.0,19688.0,12.0,7451.0,-23.0,98.33,1.21%
2021-12-22,534,1628464,1601326.0,535.0,19696.0,8.0,7442.0,-9.0,98.33,1.21%
2021-12-23,516,1628980,1601845.0,519.0,19702.0,6.0,7433.0,-9.0,98.33,1.21%
2021-12-24,550,1629530,1602377.0,532.0,19707.0,5.0,7446.0,13.0,98.33,1.21%
2021-12-25,552,1630082,1602913.0,536.0,19711.0,4.0,7458.0,12.0,98.33,1.21%
2021-12-26,544,1630626,1603460.0,547.0,19716.0,5.0,7450.0,-8.0,98.33,1.21%
2021-12-27,439,1631065,1603906.0,446.0,19726.0,10.0,7433.0,-17.0,98.33,1.21%
2021-12-28,752,1631817,1604627.0,721.0,19733.0,7.0,7457.0,24.0,98.33,1.21%
2021-12-29,1089,1632906,1605434.0,807.0,19745.0,12.0,7727.0,270.0,98.32,1.21%
2021-12-30,2128,1635034,1606501.0,1067.0,19757.0,12.0,8776.0,1049.0,98.25,1.21%
2021-12-31,3451,1638485,1608011.0,1510.0,19764.0,7.0,10710.0,1934.0,98.14,1.21%
2022-01-01,4512,1642997,1609924.0,1913.0,19773.0,9.0,13300.0,2590.0,97.99,1.20%
2022-01-02,6153,1649150,1612331.0,2407.0,19781.0,8.0,17038.0,3738.0,97.77,1.20%
2022-01-03,6078,1655228,1615248.0,2917.0,19794.0,13.0,20186.0,3148.0,97.58,1.20%
2022-01-04,9073,1664301,1619016.0,3768.0,19810.0,16.0,25475.0,5289.0,97.28,1.19%
2022-01-05,14022,1678323,1625454.0,6438.0,19827.0,17.0,33042.0,7567.0,96.85,1.18%
2022-01-06,15421,1693744,1632797.0,7343.0,19846.0,19.0,41101.0,8059.0,96.4,1.17%
2022-01-07,18213,1711957,1640709.0,7912.0,19864.0,18.0,51384.0,10283.0,95.84,1.16%
2022-01-08,18802,1730759,1648821.0,8112.0,19883.0,19.0,62055.0,10671.0,95.27,1.15%
2022-01-09,24287,1755046,1657034.0,8213.0,19901.0,18.0,78111.0,16056.0,94.42,1.13%
2022-01-10,19286,1774332,1665221.0,8187.0,19917.0,16.0,89194.0,11083.0,93.85,1.12%
2022-01-11,21098,1795430,1673258.0,8037.0,19936.0,19.0,102236.0,13042.0,93.2,1.11%
2022-01-12,22155,1817585,1681375.0,8117.0,19959.0,23.0,116251.0,14015.0,92.51,1.10%
